Geneid,A01,A02,A03,A04,A05,A06,A07,A10,A11,A12,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A35,A36,A37,A38,A39,A41,A42,A43,A44,A45,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A59,A60,A61,A62,A63
CBL,1141.291244,1251.231776,1217.859236,1002.224907,1158.36036,1279.664824,1166.432651,1333.692844,1102.790786,1317.664595,1301.601453,1211.898368,1126.196131,1120.045578,1286.703657,1152.164749,1253.543494,1378.579469,1425.107694,1252.665608,1279.976416,1155.469285,1136.492194,1231.393995,1348.417242,1215.188931,1052.149286,1149.336654,1136.086643,1205.465796,1449.437405,1262.777039,1411.513777,1253.7618,1309.764386,912.0174029,1108.729293,1221.73345,1339.132463,1275.335533,1255.855849,1231.627447,1103.709657,1335.832222,1527.818069,1366.874229,1232.995294,1322.648074,1118.908004,1296.117054,1428.317339,1244.330095,1222.242163,1275.067867,1249.756539
USP2,329.0651463,290.7955331,302.9424851,468.5943409,354.2608813,309.6774505,378.1132355,254.9337546,255.13014,286.5584356,342.2759159,386.0039267,261.7867031,271.8268276,253.4416295,277.5457595,341.3113475,281.95381,273.891295,287.929549,324.1861666,319.3337964,497.6596737,304.97141,344.655757,289.3306978,318.9773853,352.7814647,274.2775885,272.6109725,320.8506948,315.5028138,342.5493785,348.3410304,275.169689,289.6499715,290.6140657,260.6764198,335.1264832,273.6076231,334.6950752,347.7536322,464.7198558,266.7407941,290.0100047,316.0460471,320.2780458,274.5710712,296.0575792,325.3066456,296.4876189,299.8560299,214.2518615,323.5020673,256.5430387
MIR100HG,1870.637128,2413.25536,2132.775988,1080.601896,1872.076563,1705.74076,2328.197237,2114.819915,2364.575718,2077.338571,1709.791292,2671.235151,1636.423548,2067.4712,1726.571101,1660.609922,1646.982393,2098.434993,2039.453507,2179.546387,1672.632937,1973.550565,1426.962942,2496.354026,1909.935049,2124.693689,1843.403635,1502.118118,2065.743311,1642.005625,2097.869928,1690.084248,1874.25592,1878.648382,2019.355513,1272.602061,1530.404604,1775.296307,2468.12414,2056.557299,1888.279678,2072.032058,1886.807299,1655.069874,1944.201149,1469.564269,2057.748853,2471.13964,1691.005034,1944.175581,2496.613997,1687.595531,2297.815266,1832.673304,1888.441813
CRTAM,187.8618186,246.7707113,295.3308648,257.6435077,193.233208,200.4640573,161.0482299,207.2121651,225.5498339,172.2712003,197.7417704,170.4575745,156.0454073,205.3582238,186.425814,204.0777643,173.7585042,252.0118125,230.2432799,216.807509,199.8216458,196.3395073,178.7512297,186.0517407,229.2541664,218.8849627,192.3386025,171.5427841,216.5349383,190.1937018,214.6483669,211.3562539,251.6536005,218.0455305,188.5020704,130.046926,208.3955205,197.7545254,244.4775164,236.706595,225.7942896,397.0187301,224.5401226,226.3040248,265.7074903,269.1874849,157.8835437,273.0020936,198.07411,235.8898975,272.9568555,188.3153811,248.7622284,263.6503968,206.6596701
GRAMD1B,2145.062726,2590.513195,2441.807769,2379.658806,2316.720719,2399.820614,1782.617183,2384.823646,2198.186496,2394.14951,2185.483342,1585.805306,1822.240777,2092.272918,2026.314566,2015.122153,1769.854478,2246.897397,2403.914434,2271.316761,2147.733354,1914.874391,2240.484164,2288.244604,2359.149294,2047.958156,2143.337595,1531.951646,1909.838156,2348.439375,2391.048185,1920.58509,2617.94865,2027.557524,2006.35537,1634.03118,1983.013625,2091.40392,1948.952785,2303.164169,2029.151337,2555.989196,1838.771352,2025.385551,2462.654789,2698.853784,2051.734242,2461.725775,1892.239901,2135.782898,2586.030898,2103.337949,2120.949635,2362.246946,2197.540544
PKNOX2,952.8154983,1033.424763,1039.747323,1918.568645,1018.110451,992.9796672,942.3655483,999.6417177,1090.773787,912.6171878,908.5003429,1116.222181,1396.19575,1266.871748,911.4150906,907.2714322,925.8846007,975.6100858,846.7714937,1267.578293,995.6148436,918.5078102,1795.637353,1058.768669,917.7911731,1018.94724,1274.95737,1410.380021,1049.472668,1059.650624,901.2239796,951.8689262,1017.131269,1091.557198,1294.597553,1514.962241,844.164667,1017.237293,1096.028416,946.8263799,1008.081585,1107.015729,1283.565179,851.3004067,1077.41147,853.4240262,1051.053305,1029.249272,1103.104219,1107.064501,757.6905816,877.115102,1082.762763,906.1088349,1059.130809
VSIG10L2,98.8423294,55.61030114,54.80366564,196.7762713,57.13885182,73.28793492,77.60657457,37.67493911,71.17761153,58.82431229,50.82519401,96.77591326,114.9808265,83.33377197,47.52030553,68.80336054,78.19132687,51.15091243,53.46881855,37.85527935,50.30474999,71.08844232,94.45377481,72.88624892,54.21551233,77.99349245,97.12147253,134.9967127,53.41195145,75.17179641,48.61374164,60.49689877,57.09156309,56.5057015,66.08405918,133.4247682,61.86742015,55.43119271,64.55305208,54.00150456,61.94356616,84.04046111,107.2430436,56.04394344,76.14787833,47.85555287,75.18263985,67.46603463,62.16155578,61.31434158,138.8315041,61.56464382,46.0138226,81.06492085,59.68188749
BARX2,260.305265,294.2711769,342.5229103,652.8636458,222.322078,241.4190797,251.4919823,247.3987668,300.4249837,236.9779438,189.0061902,276.031298,487.6418979,333.3350879,216.8875483,215.7393508,215.956998,296.9248087,228.0608791,334.9618658,235.454177,159.1027042,398.127739,296.3401436,231.5776884,272.9772236,344.6860103,433.3319895,235.3012996,298.8758171,182.4885071,187.6169645,199.069266,237.9887192,367.2540338,890.0614284,180.7179904,225.4701217,223.8754785,258.3071968,220.7988407,226.0398609,547.3863686,191.5425915,236.5444731,162.5094816,244.3435795,287.1228916,279.2002082,275.9145371,395.3168252,180.3481919,257.3898202,178.7973955,342.057385
LINC01395,18.41782535,16.21967117,18.26788855,113.3964953,10.38888215,19.39974748,9.336129271,15.06997564,22.18522957,16.80694637,18.2653041,5.498631435,44.14442445,22.81758042,10.96622435,8.163110572,14.89358607,11.22824907,2.182400757,18.35407484,25.152375,10.15549176,40.62527949,18.22156223,4.647043914,12.57959556,46.65639366,38.78358598,7.217831277,29.88758171,5.235326023,10.7209694,12.77048122,22.6022806,26.00028558,56.5788574,8.14045002,6.741631546,6.867345966,9.00025076,15.98543643,20.28562854,33.51345114,11.35067209,6.480670496,7.975925479,17.29200717,12.5518204,24.2324709,22.99287809,0,9.415769055,20.13104739,15.90993774,19.59703768
ST14,774.7765199,693.9702164,548.0366564,1203.170167,815.5272488,734.3163675,853.0888122,680.6605666,625.8083507,689.0848011,826.7035463,818.1963575,882.8884889,740.0832606,753.0140722,665.876591,697.516281,583.8689516,769.2962669,622.8914147,672.127354,801.155461,828.7557015,817.0932116,807.0366264,789.9986009,765.5457246,968.8438112,583.2007671,805.1533375,749.399525,665.4658865,737.6830915,672.7502343,739.9247937,1246.423784,692.7522967,704.8750316,696.348881,678.6189073,801.270001,654.9360072,1031.09718,664.7237342,716.1140898,768.679818,742.0526553,740.5574034,706.9559988,806.4539094,684.745215,799.6160798,649.9452442,815.952521,660.9546346
TSPAN9,4563.323195,3103.749933,3758.618068,4689.2786,4859.91907,4012.155182,4772.512582,3532.653457,3506.190656,4042.910949,4329.671214,4345.01856,4114.671004,3694.463891,4815.39096,5202.233752,5072.507189,3953.591256,4312.423896,3644.430985,4720.961051,4583.511947,3859.401551,3660.615949,4244.300108,4127.365302,3846.772049,4348.236658,4518.362379,4521.175996,3994.553755,5087.099981,4104.582904,4689.308451,3850.208956,4804.980576,4749.138541,4262.209277,3603.983163,4050.112842,4615.794769,3680.392607,4767.846982,4734.649095,3506.042738,3378.801431,4823.718173,3277.594101,4517.775444,4192.368106,3275.482266,4501.461898,4000.326702,3763.836699,4093.999327
TIGAR,241.8874397,303.5395604,243.5718473,246.8041368,294.0053648,272.3149739,234.5702479,351.632765,254.2057555,247.9024589,264.4498376,256.2362249,228.9350384,257.9378656,280.2479557,246.0594758,239.5385093,320.6288901,285.8944992,383.1413122,240.3449166,235.8330864,191.9544456,232.085161,256.3619226,272.9772236,242.8036813,205.8513409,375.3272264,248.1574966,290.1866424,281.042555,278.6969725,235.9944004,345.5871291,195.070389,254.7960856,250.1894374,324.1387296,249.306946,245.7760851,341.9577383,259.1706888,289.4421383,330.5141953,296.1062334,229.3070515,282.4159589,250.7533945,265.6954802,352.961451,267.9872731,299.0898469,272.7417898,295.7371141
FGF6,155.3236605,193.4775061,190.2905057,80.87838268,207.777643,217.7082773,128.3717775,148.1880938,158.0697607,185.7167574,179.4764663,113.2718076,99.58160863,125.000658,221.7614258,151.6006249,163.8294468,147.2148211,233.516881,228.2788058,211.0004791,167.00142,100.5475667,165.9121193,205.2444395,162.2767827,125.6866115,133.5050363,215.091372,188.3823332,178.7489885,209.8246869,210.3373377,184.1421096,185.2520347,118.2244782,193.7427105,131.8363502,155.2020188,170.1047394,141.8707483,185.4686038,183.2068662,184.4484215,213.8621264,189.4282301,202.2413012,167.8805978,161.1986108,168.6144393,218.8360996,203.5254696,195.558746,196.2225654,168.3563692
RAD51AP1,108.6651696,126.2817255,129.3975439,105.8923155,109.0832626,90.5321549,79.94060689,106.7456608,140.5064539,100.8416782,100.0621007,84.6789241,79.04931819,113.0958334,95.04061106,118.9481826,119.1486886,130.9962391,151.6768526,123.8900051,95.02008332,99.29814165,101.5631987,103.5751958,93.7153856,119.5061578,102.8345003,84.27971568,160.2358543,119.5503268,121.1604022,101.8492093,102.9150545,98.3863979,115.9179399,99.64634587,136.7595603,110.1133153,133.2265117,116.1032348,108.9007857,170.9788691,67.02690227,131.242146,123.1327394,95.71110574,106.0075222,133.3630917,105.3585691,97.93262891,141.1845804,108.6434891,148.1069915,112.1271802,138.0700382
AKAP3,127.0829949,264.1489304,178.1119133,171.7623385,189.0776551,176.0347456,169.217343,190.8863582,183.9525285,223.5323867,164.3877369,191.3523739,120.1138991,201.3899489,204.7028546,160.9298941,193.6166189,218.3270652,156.0416541,186.9821374,150.91425,163.6162561,162.5011179,153.4447346,122.3721564,174.8563782,152.3474079,123.8091398,222.3092033,178.4198059,137.614284,150.0935716,141.2264982,146.2500509,210.1689751,137.647071,183.1601254,163.2972974,211.5142558,155.7043381,168.8461723,165.1829753,166.4501406,175.2260004,196.0402825,168.4914257,171.4164189,189.8462835,182.2703246,181.3882605,223.5422523,183.2453516,208.5001336,199.2530297,195.0796024
KCNA6,296.5269882,347.5643822,277.0629763,194.274878,330.3664524,278.7815563,232.8197237,335.3069581,297.65183,367.2317781,288.2741473,202.3496368,186.843843,287.699927,266.8447926,293.8719806,290.4249284,298.172392,329.5425143,353.3159406,287.8549583,235.8330864,236.642253,291.5449957,264.1069958,310.7160102,241.85151,269.2475873,352.2301663,260.8370767,358.9937844,279.510988,350.8126311,281.8637345,293.586558,180.7145595,274.3331657,271.1634022,288.4285306,277.2077234,225.7942896,312.9782689,260.2878038,273.1255471,293.2503399,418.7360876,287.9495106,290.2608467,306.5934361,257.1795994,249.4260921,260.0200839,343.6657375,222.7391283,278.8123998
CD9,1226.627169,826.0446816,972.7650651,1217.344729,1201.993665,1209.250926,1053.815592,848.9419612,903.1237203,1180.687982,1195.980346,912.7728182,1345.891638,985.1242329,1341.534779,1503.178504,1274.642741,863.3275951,1043.187562,968.1774476,1259.016104,1194.962864,1208.602065,981.0872717,1208.231418,871.765972,1246.392231,1361.1547,1032.149873,1285.166013,1052.300531,1444.267735,1318.364385,1304.949318,1064.928363,1361.27042,1363.525378,1243.456485,894.1284448,1042.229038,1202.904091,970.8122231,1219.889621,1271.984691,1057.969458,1163.488129,1312.688892,861.3686747,1635.164993,1292.710702,884.7567039,1164.658203,970.6040704,1128.090347,1057.34926
CD163L1,339.501914,470.3704638,420.1614366,389.3835537,363.6108752,358.5360738,311.0098064,366.7027407,407.6535933,372.273862,327.1871864,353.0121381,289.5052952,473.2167765,389.9101992,345.1829613,392.1977665,411.7024659,343.7281192,406.0839057,301.8284999,321.5905724,267.1112126,397.9972803,365.5674546,400.0311387,298.981788,276.7059692,434.5134428,387.6328779,312.6237539,402.0363526,404.1481703,344.3523926,419.2546049,272.7607603,361.4359809,368.5425245,372.2101514,385.2107325,313.7141899,449.1817749,308.3237505,394.4358551,317.5528543,249.2476712,340.5773585,387.5374547,349.7904495,334.6741145,440.0252756,376.6307622,375.3002406,353.0490945,407.9746936
CLEC4C,187.2478911,172.6236431,234.437903,260.9786988,223.3609662,218.4267864,161.631738,224.7938033,187.6500668,222.6920394,154.858013,146.2635962,134.4865024,224.2075293,199.8289771,192.4161778,187.4109581,207.0988162,246.6112855,189.2763967,224.2753437,154.5891523,148.2822701,175.5024152,251.7148787,176.1143378,169.4864913,194.6637681,184.7764807,192.0050704,193.7070628,209.8246869,224.6102285,190.1250662,191.7521061,189.159165,201.0691155,209.7396481,193.6591562,162.0045137,223.79611,339.0597914,147.459185,170.9694983,244.6453112,297.1032241,188.708426,252.6053855,173.8416391,160.0985586,115.3007407,168.7595531,224.3173852,242.4371465,195.0796024
NANOG,100.0701844,91.5252873,82.20549846,105.8923155,99.73326864,137.2352507,76.43955841,99.21067299,130.3382237,163.8677271,116.7391175,78.08056638,93.4219215,128.9689328,121.8469373,102.6219615,55.85094777,118.5204068,116.7584405,81.44620708,139.0367396,90.27103786,90.39124686,108.3703438,119.2741271,89.31512845,100.9301577,80.55052472,96.71893911,99.62527236,124.8999208,120.9937975,130.7096313,98.3863979,72.58413057,63.33454187,108.2679853,92.8847013,70.04692886,116.1032348,110.8989652,121.7137713,77.08093761,94.35246174,179.8386063,118.6418915,91.72282062,138.0700244,109.5729119,126.8866235,171.7745728,106.4706193,96.34144106,131.0675823,88.18666957
CLEC4D,58.32311362,72.98852025,74.59387823,30.01671935,63.37218111,57.48073327,42.5960898,70.326553,47.14361283,54.62257569,65.91392348,48.38795663,46.19765349,61.50826026,58.48652988,74.6341538,50.88641907,68.61707765,50.19521741,74.56342902,64.27829165,55.29101069,47.7347034,64.2549826,76.67622459,52.83430133,52.36942146,35.80023321,50.52481894,60.68084771,59.8322974,55.13641407,81.13011597,47.86365303,57.41729732,31.24504065,63.49551015,41.94792962,64.55305208,64.80180547,42.9608604,84.04046111,42.45037144,43.27443734,76.14787833,52.8405063,56.38697989,64.32807953,54.78645594,57.05640119,94.12305361,67.35896324,24.44484325,77.27684043,57.90033861
KLRG1,271.3559602,390.430656,272.4960042,334.3529016,299.1998059,324.0476338,280.6673862,359.1677528,308.7444448,320.1723283,289.0682909,276.031298,248.4407143,332.3430192,279.0294863,298.5366152,315.2475718,329.3619727,360.0961249,356.7573296,340.2557395,306.9215287,235.626621,373.0625109,322.1950447,283.0409,356.1120659,244.6349269,320.4717087,307.93266,348.5231324,284.1056892,332.7837164,313.1080636,281.6697604,249.9603252,351.6674408,317.6057528,394.1856585,331.209228,282.7424068,336.1618444,260.2878038,334.8448266,314.3125191,419.7330783,281.9348994,379.692567,416.166348,344.8931714,294.1345425,296.9588702,349.4174653,359.1100232,337.6035128
LOC374443,215.4885566,278.0515057,242.0495232,240.9675525,245.1776187,248.6041714,169.8008511,263.7245738,224.6254494,258.8269741,250.9493954,159.4603116,258.7068595,235.1202852,215.6690789,198.246971,218.4392624,233.298064,250.9760871,253.5156587,217.2885729,233.5763105,189.9231816,245.5115753,257.9109372,236.4963964,259.9427647,225.9889721,274.2775885,256.3086552,302.1531019,218.2483057,242.6391431,230.6762167,265.4195819,191.6925467,259.6803556,262.9236303,258.2122083,244.8068207,237.7833669,321.6721097,172.0357158,226.3040248,262.4671551,370.8805348,225.5479196,235.3466324,262.3428371,266.5470683,301.1937715,220.1841379,230.069113,299.2583527,239.6183244
KLRF1,291.0016406,389.272108,497.7999629,316.0093509,334.5220052,301.7738497,242.155853,359.1677528,315.2151368,318.4916337,298.5980148,254.0367723,239.2011836,305.5571639,260.7524457,366.1738171,291.6660606,275.7158938,361.1873253,371.6700154,300.4311458,287.7389332,206.1732934,274.2824631,301.2833471,354.7445947,244.7080239,272.23094,365.2222626,288.0076055,302.1531019,320.8632985,338.7933547,298.4830585,369.4207242,249.9603252,318.2915958,280.1522442,390.0652509,293.4081748,302.7242024,347.7536322,265.873379,343.3578307,333.7545306,290.1242893,319.5262194,290.2608467,311.8613646,304.0169437,357.6676037,324.4818874,268.8932758,378.0504253,342.057385
CLEC2B,92.70305428,121.6475338,118.7412756,119.2330796,108.0443744,111.3689207,88.69322808,130.6064556,101.6823022,121.8503612,104.032819,102.2745447,88.28884889,115.0799708,116.9730598,108.4527547,90.6026486,140.976905,147.3120511,123.8900051,105.5002396,93.65620178,50.78159936,145.7724978,114.6270832,103.1526836,99.02581513,96.21312675,106.8239029,115.9275897,115.9250762,116.3990964,127.7048122,101.0454897,94.25103522,82.75713471,109.0820303,100.375403,127.732635,129.6036109,120.889863,162.2850283,97.18900829,126.985644,103.6907279,139.5786959,127.0586613,108.2594509,133.8053828,97.93262891,51.76767949,120.9564179,83.40005346,130.3099662,122.9268727
CLEC2A,173.7414858,232.868136,245.0941713,178.4327206,216.0887487,189.6864198,185.5555693,236.0962851,250.5082172,200.8430091,177.0940354,172.6570271,144.7526476,206.3502925,181.5519365,219.2378268,215.956998,330.6095559,197.5072685,271.8697335,206.1097395,203.1098352,174.6887018,173.584356,200.5973956,216.3690436,150.4430653,192.4262535,259.841926,183.8539117,169.7741439,223.6087904,236.6295049,195.4432499,261.086201,147.7805977,223.0483305,222.473841,287.0550614,220.5061436,197.8197758,113.0199305,198.8464767,234.8170288,241.404976,212.3590159,194.7230372,229.0707222,238.1103662,200.9747863,392.9637488,188.3153811,234.3829089,213.6477353,244.962971
LOC102724020,70.60166386,107.7449585,124.8305717,66.70382077,97.65549221,79.03600824,77.60657457,113.0248173,125.7163009,79.83299525,115.1508302,71.48220866,53.38395514,104.167215,113.3176516,118.9481826,90.6026486,88.57840933,113.4848394,112.4187084,101.3081771,76.73038218,66.01607917,105.493255,93.7153856,94.34696667,90.45627343,71.60046642,111.1546017,120.4560111,99.47119443,95.72294109,99.15903063,104.3693545,117.0012851,71.77914745,105.8258503,81.64864872,87.90202837,126.0035106,85.92172081,118.8158243,108.3601587,93.64304474,93.96972219,107.674994,84.20455663,112.9663836,104.3049834,95.37786468,117.653817,97.05485026,89.15178128,96.97485858,99.76673729
CLEC9A,415.014998,493.5414227,426.2507328,256.80971,458.1497028,505.8304528,329.6820649,506.1000154,387.3171329,515.1329062,447.1028785,306.8236341,291.5585242,432.5419593,449.6151985,531.7683459,430.6728639,545.1938715,517.2289794,492.1186315,484.8818957,453.6119653,310.7833881,365.3902742,528.9884989,408.8368556,282.7948759,337.1188627,549.9987433,451.9364628,464.4482086,547.5352231,507.0632248,503.8979028,489.672045,313.2948671,516.1045312,432.9625593,421.6550423,473.41319,425.6122449,625.9565379,364.1795023,507.942576,434.2049232,428.7059945,458.6141031,433.0378037,447.7739188,468.3734426,305.8999242,426.6067672,483.1451373,537.1498026,468.5473555
LOC645177,295.2991332,383.4793683,386.6703076,323.5135307,395.8164099,315.4255238,264.9126681,409.401005,373.4513644,374.794904,347.0407778,260.63513,245.3608708,353.1764622,332.6421387,373.170769,357.4460657,350.5708876,372.0993291,415.2609432,359.8186978,303.5363648,344.2992437,303.0533508,355.4988594,386.1935836,333.2599547,311.014526,389.7628889,300.6871857,344.0357101,330.0527009,374.851184,349.6705763,353.1705458,251.6492464,380.1590159,357.3064719,368.0897438,324.9090524,310.7169206,373.8351546,336.2516264,377.409847,455.2671024,389.8233578,320.2780458,357.7268813,385.612363,361.9249329,343.5491457,333.8976565,425.627859,402.2941399,375.9068137
FAR2,1540.958055,1882.640403,1831.355827,1012.23048,1839.871029,1578.564637,1325.730357,1863.653655,1724.901599,1844.562364,1637.524219,1319.671544,1324.332733,1549.611331,1584.010184,2006.959042,1546.450687,1939.991923,1658.624575,1978.798693,1844.5075,1503.01278,1298.993312,1512.389665,1647.377068,1598.866595,1254.009601,1400.684124,2048.420516,1891.97449,1819.649745,1768.194168,1701.478821,1630.023295,1729.018991,1322.425234,1798.225409,1474.919168,1830.834435,1782.949675,1410.714765,2080.725899,1418.736098,1650.813372,1668.772653,1561.287412,1608.908493,1622.322786,1933.329743,1653.784047,1545.971156,1520.284557,1716.890756,1707.66665,1649.714263
BICD1,1836.871115,2109.7158,2437.240797,3515.291355,2014.404249,2009.670137,1794.870852,2256.728853,2025.326583,1879.016604,1838.442564,1739.766986,3156.839655,2019.851902,1966.609567,2281.006326,2138.470733,2135.86249,2101.651929,2179.546387,1931.143458,1944.212478,3488.695876,1891.206354,1948.660415,2161.174516,2553.723425,2671.592403,2471.385429,2149.18883,2067.205875,2079.868064,1883.270377,2135.250744,2357.359226,3307.752007,2146.63667,2078.669727,1826.714027,2088.958201,1930.241449,2382.11238,1856.645193,2050.924563,2138.621264,1748.721661,1790.850481,2088.309118,2579.177772,2219.23853,2056.588721,1941.097005,2254.677307,1957.679958,2444.285064
CPNE8,1354.324091,1671.784678,1703.480607,611.1737578,1193.682559,1222.9026,1451.184594,1620.022382,1648.17768,1287.412092,1269.835707,1696.877661,1001.975773,1457.348941,1245.275699,1251.288235,1349.110672,1694.218026,1514.586125,1630.071271,1247.138594,1367.606224,1218.758385,1399.224173,1356.936823,1702.019279,1152.127272,1031.494219,1456.558352,1323.204754,1381.378166,1393.726022,1219.205354,1318.90955,1615.267742,1125.665924,1439.231563,1482.40987,1683.873231,1587.644234,1338.780301,1602.564655,1194.195975,1394.713833,1579.663433,993.0027221,1243.520863,1578.391415,1310.6606,1336.141694,1553.030385,1364.562223,1548.652717,1316.736752,1600.721669
LINC02471,43.58885334,63.72013673,63.93760991,38.35469694,45.71108146,56.7622241,61.26834834,59.02407127,58.23622761,44.53840787,50.03105035,86.87837667,47.22426801,51.58757312,34.11714243,39.64939421,47.16302256,42.41782982,81.84002839,72.26916967,55.19548957,59.80456258,56.87539128,69.05013056,53.44100501,76.73553289,54.27376406,43.25861513,56.29908396,61.586532,57.58858625,59.73111524,51.08192487,39.88637753,67.16740441,41.37856735,53.72697013,47.94049099,93.39590514,89.10248252,57.94720706,81.14251417,59.20709701,48.24035638,72.90754308,72.78031999,45.86141031,100.4145632,56.89362733,72.38498659,49.41460314,59.39177404,87.71384933,69.70067961,66.80808301
LRRK2,693.1241608,846.8985445,997.1222498,782.1022985,731.3773034,711.3240742,808.1586901,851.4536239,896.6530283,846.2297496,736.1711694,878.6813033,586.1968921,810.5201393,656.7549918,643.7195766,723.5800566,779.7395187,793.3026752,807.5792928,737.8029999,784.2296414,759.6927264,787.3632943,716.4192701,756.0336929,687.4676781,595.1788771,754.9851515,707.3394337,785.2989034,664.700103,713.6445386,589.6536144,819.0089957,538.7658361,667.5169016,761.8043647,825.4549851,789.3219916,730.3346269,843.302558,656.8636423,691.6815804,805.2233091,679.947647,598.4538132,707.6088748,672.187671,791.9769121,945.9366888,670.6924727,844.0660583,896.2598258,758.0490485
COL2A1,335.818349,297.7468207,284.6745965,494.4420715,474.7719142,317.5810513,310.4262983,369.2144033,317.0639059,308.4074658,315.2750316,335.4165175,316.1972728,338.2954314,352.1376487,369.6722931,383.5098413,373.0273858,317.5393101,328.0790877,347.2425104,308.0499167,392.033947,322.2339426,342.332235,347.1968373,489.4160478,408.7193291,412.859949,355.9339276,326.8339246,398.9732185,361.329498,397.5342294,381.3375218,386.7629357,367.9483409,373.0369455,309.0305685,348.3097044,352.6786912,339.0597914,376.4677678,361.8026728,390.4603974,344.9587769,392.45338,316.933465,417.2199337,329.564586,251.7791684,339.6919759,356.6071251,383.3537378,371.4529415
ZNF641,111.7348071,143.6599446,105.0403591,80.04458492,130.8999151,119.9910307,110.8665351,146.9322625,103.5310713,119.3293192,108.7976809,112.1720813,71.86301654,140.8737574,140.1239778,117.782024,115.425292,135.9865721,169.1360587,135.3613019,136.2420312,153.4607644,113.7507826,127.5509356,128.568215,143.4073893,137.1126671,112.621567,135.695228,140.3810656,149.5807435,110.2728281,147.2361364,118.9943596,119.1679756,90.35727973,150.5983254,113.8586661,111.2510047,128.7035859,134.8771199,75.3466203,88.25208799,114.9255549,103.6907279,192.4192022,119.5403974,142.776957,149.6091682,119.2223309,77.65151923,117.3349682,168.2380389,162.1298417,97.98518841
FAIM2,419.3124906,302.3810125,532.8134159,622.0131287,473.733026,386.5579312,332.5996053,306.4228381,334.6272126,349.5844844,333.5403357,337.6159701,451.7103897,341.2716376,458.1444841,452.4695574,426.9494674,381.7604684,345.91052,407.2310354,348.6398645,296.766037,509.8472576,372.1034813,360.9204107,413.8686938,565.5897518,507.9158086,411.4163828,405.7465638,319.3548874,365.2787432,342.5493785,386.897862,445.2548905,583.5222457,356.5517109,304.1224897,362.595867,325.8090775,363.6686788,336.1618444,355.242582,380.247515,390.4603974,323.0249819,418.0154776,335.7611956,506.7747175,372.995578,181.1868782,366.4907032,378.1761045,380.3232735,385.7053326
KRT7,84.72199663,72.98852025,101.9957111,278.4884517,77.91661612,99.15426489,97.44584927,80.37320343,84.11899544,84.03473184,115.1508302,70.38248237,134.4865024,105.1592837,114.536121,89.7942163,96.80830946,112.2824907,106.9376371,82.59333676,92.22537498,94.78458975,141.1728462,82.47654483,89.06834169,79.251452,190.4342599,107.4006996,80.8397103,131.3242227,86.00892752,84.23618816,101.412645,88.41480352,117.0012851,172.2699539,83.0325902,79.40143821,76.91427482,102.6028587,93.91443902,84.04046111,112.8286188,90.09595971,132.8537452,87.73518026,87.96368863,103.5525183,144.3412397,109.854862,0,89.08766106,77.64832563,91.671546,75.71582741
KRT8,589.9843388,437.9311215,465.8311579,803.7810403,484.1219082,499.3638703,576.5059825,439.5409563,499.1676653,451.26651,451.8677405,580.6554795,777.1471931,500.0026318,499.5724427,452.4695574,516.3109838,356.8088038,409.2001419,487.5301128,436.673177,481.8216646,610.3948243,474.7196476,453.861289,478.0246311,724.6023588,581.0079514,535.5630807,464.6160429,505.5829131,477.0831384,458.9861191,503.8979028,413.8378788,737.2140673,426.559581,428.4681383,501.3162555,458.1127637,497.5467089,573.7934931,519.4584926,437.0008754,537.8956512,494.5073797,495.4535966,498.9348607,539.4358739,487.9599684,437.6721993,501.9329196,616.8728092,403.8093721,519.3214986
CSAD,238.8178021,174.940739,310.5541053,411.8960932,221.2831898,252.9152264,298.7561367,173.3047199,206.1377581,205.885093,224.7426548,271.6323929,370.6078424,218.2551171,192.5181609,229.7332547,235.8151128,225.8125646,190.9600662,177.8051,202.6163541,226.8059826,260.0017887,188.9288294,219.1855713,213.8531244,310.4078436,296.0977622,199.2121432,216.4585463,214.6483669,228.9692751,189.3036039,212.7273468,211.2523203,287.9610504,223.8623755,220.9757007,189.5387487,188.1052409,243.7779056,217.3460201,269.2247241,185.8672555,186.3192768,205.3800811,233.8180099,191.415261,256.021323,202.6779624,162.3622675,257.8472141,188.3690863,184.8583242,201.3150235
PCBP2,408.8757229,291.954081,316.6434015,372.7075985,324.1331231,365.7211654,393.2844456,300.1436816,302.2737529,336.1389273,349.4232088,394.801737,511.254032,314.4857823,339.9529549,375.5030863,358.6871979,376.7701355,308.8097071,371.6700154,356.3253124,361.0841514,441.7999144,363.472215,361.694918,348.4547969,445.6161681,418.4152256,363.7786963,396.6897208,327.5818283,355.3235573,351.5638359,365.6251273,343.4204387,464.453307,360.6219359,329.5908756,379.0774973,393.3109582,337.6923446,356.447473,377.5848828,371.7345109,343.4755363,379.8534509,333.0590945,395.3823425,335.0402498,408.7622772,418.8475886,339.6919759,429.9416549,392.4451308,358.0913249
