Geneid,A01,A02,A03,A04,A05,A06,A07,A10,A11,A12,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A35,A36,A37,A38,A39,A41,A42,A43,A44,A45,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A59,A60,A61,A62,A63
KCNJ6,1435.362523,1772.578349,1697.391311,1302.392101,1360.943562,1551.979798,1304.724066,1514.532552,1955.99774,1579.012611,1353.22079,1478.03213,1251.443102,1814.493678,1242.83876,1310.762326,1319.323499,1775.310936,1428.381295,1488.974321,1453.94701,1297.646169,1850.481481,1604.456506,1515.710823,1512.067386,1706.290968,1381.292331,1277.556136,1317.770648,1315.562639,1341.652742,1508.419193,1398.017532,1566.517206,1313.136168,1203.972558,1361.060502,1594.597733,1414.839419,1384.738431,1434.483733,1416.501868,1330.156885,1579.663433,1456.603391,1545.755075,1606.633011,1567.735509,1402.565564,1809.515706,1488.415801,1360.283631,1418.257307,1514.316548
B3GALT5-AS1,58.32311362,59.08594497,59.37063778,189.2720914,58.17774004,53.88818744,65.3529049,51.48908345,75.79953435,44.53840787,46.85447573,52.78686178,92.39530698,49.6034357,71.88969298,54.8094567,59.57434428,37.4274969,46.92161628,66.53352128,47.51004166,55.29101069,127.9696304,75.7633377,44.14691719,59.12409911,93.31278733,85.77139206,47.63768643,49.81263618,49.36164536,54.37063054,63.85240609,58.50002037,105.0844875,85.29051638,43.1443851,58.4274734,39.8306066,55.80155471,53.95084795,75.3466203,50.2701767,53.20627542,53.46553159,48.85254356,56.38697989,65.89705708,62.16155578,55.35322504,47.0615268,34.04162659,66.14486998,52.2755097,58.79111305
B3GALT5,219.1721217,251.4049031,165.933321,807.9500291,168.2998908,161.6645623,171.5513754,123.0714678,240.339987,150.42217,154.858013,179.2553848,498.9346577,250.9933846,182.7704059,156.2652595,158.8649181,135.9865721,177.8656617,184.687878,166.2851458,137.6633327,413.3622188,174.5433856,157.9994931,155.9869849,338.9729825,289.3852184,168.8972519,141.2867499,145.8412249,154.6882728,176.5331227,164.8636938,169.0018563,223.7820479,129.4331553,202.9980166,131.8530426,185.4051656,151.8616461,133.305559,177.621291,136.9174821,165.2570977,160.5155003,183.4456412,240.0535651,250.7533945,224.8192525,218.8360996,183.2453516,196.996678,159.8569934,221.8028356
TMPRSS2,334.5904939,268.7831222,318.1657255,1175.654841,309.5886881,299.6183222,542.6625139,307.6786694,358.6612113,302.5250346,304.951164,538.8658806,670.3792829,279.7633773,298.5249963,222.7363028,377.3041805,310.6482243,317.5393101,270.7226038,287.1562812,423.14549,595.1603445,314.5617059,299.7343325,376.1299071,647.4764835,601.1455826,321.9152749,240.9120222,339.5482878,292.529308,257.6632387,291.1705559,290.3365223,370.7181851,258.0522656,362.5499631,379.0774973,294.3081998,381.6522948,185.4686038,393.2244933,279.5103002,278.6688313,255.2296153,381.9278104,340.4681282,416.166348,297.2042391,430.6129703,305.6503493,228.631181,270.4689415,245.8537455
LINC00479,47.27241841,24.32950675,48.71436946,114.2302931,47.78885789,28.02185747,54.26625139,20.09330086,33.27784435,42.01736592,33.35403357,59.3852195,75.96947463,37.69861113,42.64642804,32.65244229,49.6452869,14.97099876,26.18880908,34.41389032,27.24840624,45.13551893,82.26619096,38.36118364,34.85282936,51.57634178,61.89113445,64.88792269,27.42775885,38.03874035,35.89937844,35.22604232,39.06264843,53.1818367,40.0837736,48.13425182,29.30562007,23.22117533,48.07142176,34.20095289,34.96814219,31.87741628,61.44132708,34.05201627,34.0235201,19.9398137,53.37967429,54.91421423,60.0543844,34.91511118,14.11845804,49.97600499,67.58280194,40.15365238,44.53872201
PDE9A,1922.820967,1383.306241,1800.909346,2206.228872,1962.459838,1686.341012,1829.297829,1577.324117,1540.94907,1621.029977,1647.848087,1861.836604,2292.430228,1690.485089,1780.183753,1729.413283,1853.010334,1643.067114,1863.770246,1485.532932,1701.278698,1770.44073,2691.424766,1577.603677,1759.680629,1641.63722,1996.703215,1901.141551,1580.70505,1763.367321,1735.136625,1725.31029,1858.48062,1805.523356,1807.019848,2220.086808,1569.478764,1713.872553,1644.042624,1483.241325,1720.432596,1588.07492,1693.546397,1730.268077,1824.308745,1661.983472,1895.354351,1565.839594,1745.79149,1680.183277,1200.068934,1684.698371,1621.987247,1578.871916,1717.413121
LINC00322,189.7036011,101.9522188,115.6966275,176.765125,174.5332201,145.8573607,143.5429875,153.211419,100.7579176,122.6907085,127.062985,169.3578482,109.8477539,125.9927267,157.1825491,170.2591634,167.5528433,133.4914056,114.5760397,128.4785239,152.3116041,164.7446441,158.43859,122.7557877,116.9506052,137.1175916,135.2083245,194.6637681,171.7843844,154.8720143,132.378958,138.6068187,120.1927644,130.2954999,161.4184396,130.046926,134.3174253,134.0835607,178.5509951,126.0035106,144.8680176,165.1829753,182.0897512,148.9775712,153.9159243,110.665966,165.4018077,98.84558562,166.4665392,126.0350355,152.9499621,123.8535776,143.7931956,116.6728767,132.7253916
SSR4P1,108.6651696,41.70772586,60.89296182,121.7344729,130.8999151,93.40619156,84.60867152,62.79156518,64.70691957,106.7241094,87.3558022,60.48494579,125.2469717,90.27825297,93.82214168,139.9390384,114.1841599,43.66541305,84.02242915,66.53352128,115.2817187,89.14264989,96.48503878,95.90295911,108.4310247,74.21961378,118.0692411,157.3718585,73.62187902,99.62527236,103.210713,127.1200658,102.1638497,128.965954,34.66704744,74.31252912,120.4786603,101.1244732,70.04692886,105.3029339,84.92263103,86.93840804,118.414194,150.3964052,72.90754308,92.72013369,101.4965638,54.91421423,113.7872547,88.56516006,47.0615268,107.1949092,73.33452976,87.88346559,81.95124849
LINC00205,225.9253243,155.245424,164.4109969,198.4438668,206.7387548,227.0488964,215.8979894,160.7464069,156.2209915,184.87641,233.478235,185.8537425,195.0567592,192.4613305,222.9798952,269.3826489,210.9924693,158.4430702,165.8624575,135.3613019,230.5634375,220.0356548,193.9857096,149.6086162,214.5385274,167.3086209,234.2341396,290.8768948,163.1229869,241.8177065,217.6399818,233.5639763,267.4289008,237.3239463,171.1685467,171.4254933,194.5567555,176.7805605,153.8285496,195.3054415,203.8143145,95.63224884,241.2968482,243.3300329,183.0789415,210.3650345,223.2924404,149.0528672,183.3239103,200.1231982,160.0091911,202.8011797,129.4138761,229.5576731,206.6596701
LINC01694,80.42450405,67.19578055,127.8752198,75.87559612,71.68328683,70.41389825,74.68903417,85.39652865,73.95076522,85.71542647,59.56077423,71.48220866,58.51702775,72.42101612,90.16673357,59.47409131,58.33321211,87.3308261,64.38082233,92.91750386,50.30474999,63.1897265,72.10987109,93.98489993,76.67622459,89.31512845,56.17810666,74.58381918,60.62978272,61.586532,71.05085317,70.45208464,78.12529686,65.14774996,83.41758289,42.22302791,85.47472521,58.4274734,79.66121321,64.80180547,81.9253617,43.46920402,41.3332564,49.65919039,90.72938695,120.6358729,99.2410846,70.60398973,57.94721302,68.97863428,101.1822826,67.35896324,71.89659781,66.67021528,47.21104533
COL6A1,432.2049683,254.8805469,251.1834675,494.4420715,411.3997331,362.8471288,367.026582,247.3987668,335.5515972,285.7180882,329.5696174,377.2061164,276.1593064,330.3588817,346.0453018,341.6844854,354.9638014,386.7508013,334.9985162,313.1664019,382.1763645,358.8273755,357.5024595,356.7590079,398.8712693,320.7796867,428.4770847,554.1577765,295.9310823,305.2156071,341.0440952,367.5760938,320.0132352,349.0058034,333.6703316,327.6506966,368.7623859,356.5574018,324.1387296,316.8088267,345.6850628,255.0193303,418.9181392,373.1533449,315.9326867,347.949749,536.0522221,290.2608467,348.7368638,325.3066456,242.366863,407.7752291,294.776051,327.2901477,277.0308509
DUXAP8,84.10806912,139.0257529,97.42873892,309.3389688,75.83883969,105.6208474,71.77149377,38.93077041,114.6236861,70.58917474,44.47204476,43.98905148,162.2050945,114.0879021,32.89867306,139.9390384,71.98566601,108.539741,70.9280246,128.4785239,79.64918749,84.629098,213.2827173,137.1412315,58.08804893,69.18777556,211.3820284,201.3763118,69.29118026,57.05811053,30.66405242,50.5417129,48.07710576,92.40344127,80.1675472,249.1158647,74.07809518,100.375403,49.44489096,62.10173024,75.93082304,75.3466203,39.09902633,63.1381135,64.80670496,79.75925479,50.3723687,117.6733162,84.2868553,74.93975082,63.53306119,87.63908121,87.71384933,67.42783136,54.33724085
POTEH,66.30417128,110.0620543,38.05810114,271.8180696,43.63330503,125.0205949,51.34871099,47.72158954,112.774917,66.38743815,62.73734885,53.88658806,222.7753513,103.1751462,30.46173431,82.79726438,47.16302256,76.10257703,37.10081287,104.3888006,55.89416666,57.54778664,162.5011179,106.4522846,61.96058552,71.70369467,189.4820886,228.2264867,57.74265021,63.39790059,23.18501524,47.47857878,48.82831054,61.82388517,56.33395208,202.670534,52.09888013,83.14678907,45.32448338,47.70132903,52.95175817,63.75483256,27.92787595,48.24035638,48.60502872,74.77430136,25.56209755,89.43172032,84.2868553,52.79846081,35.2961451,37.66307622,48.88968651,52.2755097,62.35421081
ANKRD62P1-PARP4P3,84.10806912,83.41545172,149.1877565,50.02786558,60.25551647,90.5321549,54.84975947,102.9781669,71.17761153,105.0434148,62.73734885,50.5874092,63.65010036,104.167215,30.46173431,71.13567785,58.33321211,71.11224411,37.10081287,64.23926193,83.1425729,48.52068285,57.89102327,66.17304179,78.22523922,83.02533067,80.93456044,54.446188,62.07334898,64.30358488,68.80714201,86.53353875,68.35963475,68.47161475,70.41744011,20.2670534,61.05337515,56.18026288,70.04692886,101.7028336,85.92172081,78.24456724,62.55844212,63.8475305,37.26385535,65.8013852,57.89063269,109.8284285,61.10797009,63.01751774,98.82920629,91.98482077,73.33452976,75.00399219,93.53131621
TBX1,430.3631858,332.5032589,363.8354469,533.6305662,416.5941742,404.5206604,362.3585173,336.5627894,350.3417502,384.8790718,401.8366901,355.2115907,376.7675296,399.8036917,455.7075453,418.6509565,353.7226692,274.4683106,397.1969378,354.4630703,415.7128645,364.4693154,424.5341706,349.0867712,398.8712693,353.4866351,381.820691,508.6616468,345.012335,440.162567,406.8596223,437.2623949,385.3680509,362.3012625,348.8371648,390.1407779,396.439916,386.5202086,344.7407675,351.0097796,358.6732299,379.6310484,407.7469888,421.3937013,307.8318486,357.9196558,471.3951519,305.9506222,411.9520053,384.066223,211.7768706,386.0465313,301.9657108,367.4438001,391.0499792
GGT2,633.5731922,671.9578055,889.0372426,1677.601092,763.582838,558.2816219,708.3788085,416.9359928,783.8781114,465.5524144,611.4906154,731.3179809,1031.747595,633.9319082,584.8652988,513.1098074,940.7781868,592.6020342,498.678573,816.7563302,887.3198957,564.1939866,1002.428771,791.1994126,649.0371334,742.1961378,1102.614365,928.5685488,691.4682363,700.9996437,683.5839978,726.7285688,476.2638289,757.841173,602.3399492,860.5053088,560.0629614,603.7505585,766.3958098,643.5179293,796.2745521,681.0175296,1000.935074,537.7380902,657.7880554,632.0920942,508.9864718,531.8833893,777.5462401,527.13302,696.5105967,543.2174455,746.2866852,614.4266431,476.5643255
PRAMENP,329.0651463,346.4058342,395.8042518,274.3194629,377.116422,324.0476338,334.9336376,411.9126676,361.434365,315.1302444,308.1277387,332.1173387,239.2011836,374.0099051,325.3313225,279.8780768,368.6162552,378.0177187,351.3665219,393.4654793,330.4742604,341.9015559,330.0803958,332.7832681,339.2342057,353.4866351,276.1296768,313.2520406,446.0619729,316.989503,391.901548,340.7736703,329.0276925,351.6648952,404.0877717,255.0270886,365.5062059,360.3027526,365.3428054,348.3097044,344.685973,391.2228362,365.2966174,332.7165756,354.8167097,303.0851682,372.1540673,353.0199486,324.5043929,297.2042391,289.4283898,308.547509,319.2208943,344.7153176,333.1496406
MYO18B,1609.717936,1393.733172,1566.471443,1396.611247,1307.960263,1248.76893,1245.206242,1240.761328,1826.583901,1161.359994,1120.536699,1256.987146,894.1812487,1578.381324,1256.241923,1304.931533,1167.905374,1505.832959,1084.653176,1944.384803,1212.204739,1167.881552,1171.023681,1216.049522,1231.466637,1753.59562,1163.553328,1143.369948,1561.938688,1112.180313,1343.235077,1205.343274,1164.367405,1138.756078,1550.267028,817.4378204,1746.940574,1289.149766,1100.148824,1205.133577,1174.929578,1304.076121,1212.069816,1286.173031,1292.893764,1457.600381,1223.973377,1749.409968,1566.681923,1240.763829,1327.135056,1164.658203,1481.069915,1193.24533,1398.515871
SEZ6L,679.6177556,965.0704344,847.9344934,631.184904,688.7828865,738.6274225,629.0217097,739.6846378,955.8136405,727.7407777,579.7248691,640.040699,579.0105904,913.6952855,610.4531556,686.8674467,636.7008045,892.0220094,615.4370135,905.0853153,730.1175519,563.0655987,673.3640075,829.5605963,759.0171727,752.2598142,723.6501875,552.6661002,782.4129104,574.2038425,623.0037967,671.5921547,696.3668287,636.1877216,830.9257932,464.453307,682.9837566,709.3694527,663.3856203,652.5181801,670.3892403,767.9559377,692.6113235,666.8519852,729.0754308,749.736995,714.986905,886.4723155,608.9725295,677.8641097,795.339803,643.1694555,806.6798274,702.3101086,731.3258153
ZNRF3,3185.055931,2474.658401,2858.924558,3634.524434,3449.108874,2713.809119,3145.692056,2898.458649,2569.789092,3168.949738,3168.633189,2951.665354,2423.836886,2543.664182,3020.585574,3590.602493,3477.652348,2706.008026,2655.981721,3091.51448,2957.500093,3078.242391,3010.33321,2533.75618,2948.549364,3287.048319,3117.408834,2943.823343,3149.861569,2924.454586,2940.009514,3645.129597,2946.976342,3270.682957,3019.283163,2376.312011,3297.696303,3050.21374,3095.799562,2755.876783,3161.120054,2747.253694,3278.732636,3442.800728,2938.98407,2425.678336,3229.094382,2557.433406,3567.44115,3083.600429,2927.226967,2855.875184,3018.219176,2497.102609,3064.264074
HORMAD2,429.1353308,550.3102717,529.7687679,450.2507902,445.6830442,417.4538254,389.199889,542.5191232,526.8992022,526.8977686,378.8065241,431.0927045,409.6191943,520.8360748,385.0363217,387.1646729,398.4034274,532.7180392,434.2977506,555.2107638,421.3022812,423.14549,428.5966986,517.8759792,447.6652304,484.3144289,480.8465061,333.3896718,492.2560931,406.6522481,427.0530227,391.3153832,422.177085,390.2217268,475.588557,338.6286838,403.766321,429.2172084,515.0509475,439.2122371,408.6277187,544.8140237,386.5218031,420.6842843,456.88727,410.7601621,402.9789496,542.8662321,404.5769054,438.5678599,442.378352,421.5367377,386.8036962,462.1458104,448.0595434
TUG1,97.61447438,110.0620543,127.8752198,69.20521405,90.3832747,95.56171906,82.85814728,94.18734777,79.49707262,97.48028893,88.14994586,76.98084009,94.44853602,107.1434211,77.98203984,67.63720189,70.74453384,79.84532672,94.93443293,125.0371348,91.5266979,94.78458975,78.20366301,121.7967581,79.77425386,86.79920933,78.07804654,66.37959907,95.27537285,100.5309567,97.22748328,86.53353875,97.65662108,101.7102627,72.58413057,81.91267415,83.0325902,76.40515752,107.1305971,66.60185562,73.93264349,130.4076121,58.08998197,83.71120666,82.62854883,133.5967518,96.98560541,106.6904734,93.76912652,97.93262891,117.653817,84.01763157,70.45866585,104.5510194,96.20363953
CACNG2,743.4662168,901.3502977,837.2782251,715.3984777,906.9494117,762.338225,636.6073147,886.6169004,800.5170335,779.0019641,721.08244,594.9519213,533.8395514,873.0204682,732.3000929,744.0092207,776.94874,894.5171759,736.5602555,919.9980011,802.7799686,758.276718,782.0366301,702.9686903,834.1443826,827.7373876,755.0718403,710.7837968,915.2210059,732.698594,676.8528644,725.9627853,901.445733,791.0798209,850.4260074,619.8340497,841.722532,755.0627332,810.346824,792.9220919,735.3300758,1057.750631,773.0436062,833.5649816,918.6350428,763.6948646,751.8263985,913.1449338,831.2791104,768.1324459,727.1005891,679.3839518,926.0281798,722.0081268,766.9567929
LOC105373021,241.8874397,261.8318346,309.0317812,261.8124965,321.0164584,283.8111205,252.0754903,253.6779233,342.9466737,288.2391302,248.5669644,206.748542,183.7639994,308.53337,302.1804044,190.0838605,240.7796415,293.182059,269.5264935,305.1364941,323.4874895,276.4550535,241.7204129,207.1503917,269.528547,231.4645582,247.5645378,217.784752,293.0439498,305.2156071,261.0183974,273.3847198,292.2186584,227.3523519,303.3366651,191.6925467,222.2342855,272.6615425,280.1877154,282.6078738,260.7624318,217.3460201,308.3237505,287.3138873,311.0721838,291.12128,268.4020243,360.8648364,279.2002082,242.7026021,684.745215,222.3570077,276.0829356,278.0451023,245.8537455
NCF4,142.4311827,121.6475338,150.7100805,100.8895289,127.7832504,141.5463057,127.7882694,150.6997564,128.4894546,197.4816198,119.1215485,115.4712601,95.47515055,137.8975512,166.930304,128.2774519,140.2479355,142.2244882,148.4032515,158.3038955,146.0235104,133.1497808,111.7195186,136.1822019,161.8720297,123.2800364,100.9301577,125.3008162,138.5823605,162.1174887,142.84961,130.1831999,175.0307132,130.9602729,124.5847017,86.13497694,153.8545054,155.0575256,127.732635,139.5038868,105.9035163,182.5706569,101.6574684,150.3964052,132.8537452,178.4613326,121.0440502,152.1908223,112.733669,136.2540924,188.2461072,154.9980445,125.1000802,150.0079844,130.9438427
CARD10,548.8511956,348.7229301,330.3443179,646.1932637,503.8607843,478.5271045,560.7512644,411.9126676,430.7632074,463.8717197,512.2226584,532.2675229,530.7597079,426.589547,509.3201977,462.9649853,471.6302256,364.2943032,512.8641779,368.2286264,497.4580832,505.517812,534.2224253,389.366014,455.4103036,397.5152196,471.3247931,526.5617634,401.311419,483.6354131,470.4314383,464.8306019,477.0150337,444.0683365,385.6709027,445.8751747,433.885986,456.1837346,434.0162651,458.1127637,557.4920955,234.7337017,552.9719437,432.0349564,419.6234146,478.5555287,526.278479,360.8648364,405.6304911,467.5218546,334.1368403,457.7512341,487.4589331,443.2054084,418.6639868
LINC01315,47.88634592,42.8662738,47.19204541,115.8978886,46.74996967,48.85862328,50.76520291,41.44243302,48.99238196,35.29458737,56.3841996,49.48768292,111.9009829,53.57171055,41.42795867,59.47409131,48.40415473,26.19924783,51.28641779,32.11963096,52.40078124,48.52068285,101.5631987,57.54177547,46.47043914,52.83430133,80.93456044,89.50058302,37.53272264,54.34105765,42.6305119,43.64966114,51.08192487,63.15343108,37.91708313,61.64562075,35.00393508,38.20257876,48.07142176,42.30117857,37.96541152,72.44867337,43.56748648,45.40268836,68.04704021,64.80439451,48.8687159,39.22443874,63.21514147,61.31434158,42.35537412,39.835946,58.9552102,35.60795589,54.33724085
ARFGAP3,965.7079761,968.5460783,779.4299113,1003.058705,1029.538221,977.1724656,907.9385716,836.3836482,867.9971068,968.0801108,991.8854268,939.1662491,1499.883817,844.2504755,833.4330508,840.800389,963.1185659,921.9640069,827.1298869,802.9907741,879.6344478,941.0755697,1078.60117,873.6759575,857.3796022,896.9251631,955.0278132,865.9181407,1017.71421,860.4000794,924.4089949,903.6245639,835.3397126,970.5685198,821.1756862,1122.288082,920.6848972,845.7002239,971.0427196,878.4244741,950.1343778,802.7313009,846.7731987,844.2062366,845.7274997,886.3247188,907.454463,851.9548094,1066.22872,995.5064626,941.2305361,967.6513429,946.1592272,866.7127986,880.9759213
PRR5-ARHGAP8,205.0517889,186.5262184,191.8128297,266.8152831,211.9331959,185.3753648,201.3102874,160.7464069,161.7672989,156.3046012,177.888179,147.3633225,195.0567592,181.5485746,171.8041815,227.4009374,199.8222798,163.4334031,134.2176466,142.24408,184.45075,182.7988517,265.0799487,153.4447346,161.8720297,196.2416907,200.9081441,208.8346937,164.5665531,176.6084374,166.0346253,171.5355104,179.5379418,162.8693749,130.0014279,284.5832081,168.5073154,182.0240517,189.5387487,168.3046892,184.8316087,170.9788691,214.4860873,160.3282433,139.3344157,189.4282301,236.0734891,182.0013957,200.1812813,174.5755559,207.0707179,152.1008847,195.558746,153.0384487,186.171858
MIRLET7BHG,1002.543627,638.3599152,648.5100434,1452.475697,1081.482632,1163.984849,1013.553534,681.9163979,795.8951107,907.5751038,1014.915593,818.1963575,1406.461895,783.734284,989.3971305,1027.385773,1010.281588,615.0585324,1046.461163,695.1605844,1026.356635,913.9942584,1007.506931,808.4619453,965.8106269,656.654888,1100.710022,1267.179088,607.7413935,1098.595049,937.1233581,957.2294109,1041.169822,899.4378132,596.9232231,999.8413009,973.5978224,888.3972237,616.6876678,925.2257781,1009.080675,683.9154766,1065.727746,967.6447956,790.6418005,950.1321226,1173.601008,704.4709197,930.3161654,1015.092988,781.221345,908.2595689,639.8797205,930.3525495,761.6121463
CELSR1,1919.137402,1743.61465,1855.713012,3196.78061,2123.487511,2046.314104,1980.426422,1685.325609,1894.988359,1694.980541,1892.444333,1901.42675,2172.316329,1886.914694,2157.909259,1833.201403,1889.003167,1734.14069,1913.965464,1749.372758,1912.279177,1683.554856,2633.533743,1833.664578,1878.180249,1808.945841,2210.941757,2363.56123,1694.746784,1989.788394,1839.843145,1773.554653,2001.960732,1803.529037,1664.018277,2400.801367,1750.196754,1761.063974,1705.848738,1690.247093,1989.187746,1675.013328,2492.283649,1712.532651,1927.999473,2362.867923,2191.573952,1691.357798,1964.937314,1835.172307,1411.845804,1710.772808,1823.29772,1766.003089,1847.466189
ADM2,106.2094595,79.9398079,54.80366564,146.7484057,76.87772791,109.2133932,114.9510917,56.51240866,86.89214914,91.5978577,119.1215485,95.67618697,118.06067,78.3734284,85.29285608,92.1265336,90.6026486,59.88399504,80.74882801,89.47611482,110.3909791,122.9942891,157.422958,76.72236729,91.39186365,79.251452,114.2605559,135.7425509,72.17831277,115.9275897,96.47957956,91.12823992,101.412645,97.05685198,104.0011423,110.6243331,100.1275352,130.3382099,81.0346824,85.50238222,93.91443902,78.24456724,103.8916985,89.3865427,66.42687259,135.5907331,130.0659669,43.93137139,114.8408403,77.49451505,143.5376568,94.88198048,33.07243499,79.54968868,78.38815073
DPH3,52.79776602,59.08594497,89.81711869,24.18013503,41.5555286,51.73265994,50.18169483,38.93077041,34.20222892,52.10153374,47.64861938,49.48768292,42.0911954,45.63516084,48.7387749,45.48018747,32.26943649,68.61707765,46.92161628,42.44379806,44.71533332,40.62196704,37.57838353,39.32021323,41.04888791,55.35022045,57.13027796,38.78358598,49.08125268,32.60463459,56.84068253,42.11809408,35.30662454,39.88637753,45.50049976,44.75640959,42.3303401,49.43863134,59.05917531,46.80130395,37.96541152,78.24456724,34.63056617,37.5991013,45.36469347,58.8224504,38.34314632,73.74194483,45.30418472,37.46987541,42.35537412,39.11165608,35.9482989,59.09405445,51.66491753
DAZL,93.31698179,145.9770405,158.3217007,77.54319164,109.0832626,104.183829,82.85814728,144.4205999,103.5310713,115.1275826,100.0621007,87.97810296,80.07593272,88.29411554,112.0991823,103.7881201,119.1486886,128.5010727,139.6736484,152.5682471,97.81479165,72.21683029,92.42251083,131.387054,95.26440024,109.4424813,96.16930123,93.22977398,132.8080955,89.66274512,119.6645948,109.5070446,87.13975419,92.40344127,159.2517492,90.35727973,105.0118053,131.8363502,94.76937433,107.102984,105.9035163,240.5295956,67.02690227,117.0538059,142.5747509,96.70809643,96.23377901,164.7426427,91.66195514,92.82310045,143.5376568,81.84476179,119.3483524,103.0357872,110.4560306
PLCL2,2031.486137,2421.365196,2112.985775,1301.558303,2043.493119,1906.923326,1937.830332,2365.986176,2073.39458,2181.541638,2057.626214,2102.676661,1361.290856,1983.145359,1958.080282,2025.617581,1999.46393,2164.556904,2207.498366,2454.857509,2163.10425,2054.794499,1849.465849,2085.889361,2101.238357,2284.454553,1760.564732,1696.036048,2135.034492,2141.037671,2132.273499,2058.426125,1971.161336,2041.517756,2356.27588,1723.543999,1987.08385,2077.920657,2179.69561,2229.362113,1995.182284,2515.417939,1714.771583,2181.457292,2451.313615,2296.069547,1955.500463,2256.189716,1984.955442,2014.005803,2120.121783,1985.278691,2215.853144,2273.605864,2309.778123
SATB1-AS1,271.3559602,373.0524368,417.1167885,384.3807672,287.7720356,290.277703,224.0671025,435.7734624,415.0486698,310.9285078,296.2155838,259.5354037,256.6536305,371.033699,353.356118,307.8658844,276.7724745,323.1240566,297.8977033,395.7597386,268.2919999,270.8131136,260.0017887,327.9881202,327.616596,299.3943742,383.7250336,256.568338,392.6500214,287.1019212,297.6656796,329.2869174,265.1752865,295.8239667,426.8380216,156.2252033,304.4528307,319.1038932,351.6081135,321.3089521,275.7487784,420.2023055,247.9995384,319.2376525,322.4133572,348.9467397,250.3581907,334.192218,286.575308,289.5399464,440.0252756,313.6175385,360.920921,315.9259065,387.4868814
NR1D2,358.5336669,329.0276151,261.8397358,465.2591499,316.8609056,312.5514871,390.3669052,271.2595616,305.9712911,304.2057293,338.3051976,424.4943468,408.5925798,327.3826756,302.1804044,302.0350912,333.8645544,324.3716398,376.4641306,354.4630703,333.9676458,348.6718837,352.4242995,403.7514578,298.9598252,373.613988,449.4248533,417.6693874,324.8024074,326.9520302,337.3045766,336.1789691,302.7355253,345.6819386,333.6703316,507.5207955,309.3371007,358.0555421,343.3672983,323.1090023,359.6723197,347.7536322,398.8100685,302.9210614,335.3746982,337.9798422,330.8036153,332.6232405,312.9149503,322.7518814,310.6060769,359.247804,313.4691664,331.8358442,352.7466783
RARB,2386.950166,2867.406153,2936.563084,6088.391241,2310.48739,2506.15997,2483.993894,2610.87328,3489.551734,2364.737354,2333.194062,2677.833509,5068.395895,3568.471164,2328.494971,2347.477369,2379.250375,2810.805017,2534.858479,2882.736879,2369.912666,2509.534853,3937.605214,2882.842951,2120.60104,2439.183578,6066.283348,3908.192125,2508.918152,2340.288216,2078.424431,2325.684577,2099.617353,2376.563328,2756.030271,5273.656186,2241.06589,2432.979918,2557.399638,2732.476131,2162.030277,2671.907074,2114.698767,2349.589122,2321.700205,1992.984379,2181.800208,2830.435499,2695.072198,2753.184255,2797.807769,2416.231198,2619.912024,2219.057506,2728.44211
C3orf35,306.9637559,355.6742177,255.7504397,244.3027436,328.2886759,324.0476338,347.1873073,346.6094398,382.69521,349.5844844,305.7453077,334.3167912,348.022323,363.0971493,307.0542819,262.385697,270.5668136,249.516646,300.0801041,317.7549206,334.6663229,288.8673212,271.1737406,437.3174935,317.5480008,377.3878667,313.2643575,296.8436004,336.3509375,342.3486632,356.0021695,281.042555,293.721068,287.8466912,306.5867008,336.9397627,311.7792358,297.3808582,416.1611656,342.0095289,300.7260228,359.3454199,299.3868301,328.4600736,413.1427441,348.9467397,333.0590945,371.8476792,296.0575792,350.0026999,388.2575961,333.8976565,330.7243499,315.1682904,316.2249262
SLC22A14,258.4634825,386.9550121,331.8666419,287.6602271,277.3831534,307.521923,271.914765,354.1444276,320.7614442,371.4335147,273.9795614,279.3304769,288.4786807,318.4540572,318.0205062,313.6966777,317.7298362,353.0660541,295.7153026,290.2238083,310.911302,277.5834414,263.0486847,329.9061793,303.6068691,334.6172418,285.6513898,261.7892053,294.4875161,308.8383443,307.3884279,309.3765456,338.7933547,287.8466912,291.4198675,226.3154296,328.8741808,312.3622616,302.1632225,328.5091527,253.7688033,318.7741628,255.8193437,268.8690451,361.2973802,305.0791496,330.0517889,338.8991507,317.1292931,295.5010629,298.8406952,325.2061774,283.2725954,307.5921296,298.4094374
SCN10A,281.7927279,402.0161354,426.2507328,215.119822,296.0831413,285.2481388,205.394844,378.0052224,409.5023624,323.5337176,212.8304999,246.3386883,294.6383678,329.366813,258.315507,226.2347787,248.2264345,380.5128851,271.7088942,419.8494619,276.6761249,223.4208187,254.9236288,277.1595518,267.2050251,283.0409,321.8338992,235.6848686,313.2538774,271.7052882,261.7663011,279.510988,297.4770919,290.505783,356.4205815,186.6257834,275.9612557,294.3845775,322.7652604,284.407924,223.79611,298.4885343,233.4770429,276.6726322,246.2654789,248.2506805,296.219601,360.8648364,266.5571799,292.9462987,524.7360239,272.3330127,349.4174653,290.1669597,293.9555652
