data$Geneid,C07,C10,C11,C12,C17,C18,C35,C36,C37,C39,C42,C44,C49,D01,D04,D05,D15,D16,D19,D20,D25,D31,D38,D41,D51,D57,E02,E03,E06
BMP8A,360.7667988769257,277.45955496767874,380.65185193834583,369.36216068319783,398.6551156129233,358.4737194499699,385.8148361309627,433.4284723155184,364.13098241573397,307.854666391814,448.3677200948186,381.230350612892,434.8080664331592,402.7675330822107,504.86786190384424,445.8126865204017,370.1812329301967,379.4032977268808,383.00141278572954,460.1154778267058,415.93200568955075,443.22650485014765,439.1787260407374,390.57354102082365,419.98950083072845,400.55810129264853,432.69693423175585,329.00964557852103,369.9461097192327
CITED4,3.557857977089997,1.0163353661819734,4.613961841676919,1.9751987202310046,3.0354450427379946,4.97880165902736,1.4504317147780552,7.212879266975344,5.302878384695155,7.961758613581396,5.1791650836035155,0,1.3847390650737554,7.205143704511819,8.354787312829574,7.450908409811728,4.230642662059391,4.360957445136561,11.191599724258332,13.803464334801175,3.4952269385676535,13.690393972205333,0.9547363609581248,4.22241665968458,11.439402746362253,9.141367456886169,8.987770147247154,1.115286934164478,3.7519889423857276
CCDC30,693.7823055325495,923.8488478594139,637.4957277916943,874.0254337022195,678.9278745590648,703.2557343376145,932.6275926022895,637.3562406818213,886.4645033082066,881.1012865696746,693.268240476642,751.2949587392139,708.9864013177628,592.9833268813228,738.8019066630723,578.6872198287108,612.3855253330968,778.8669997013898,664.034916972661,620.0056063714861,596.5187308488795,647.7267648099648,759.0154069617092,631.2512906228447,606.2883455571995,679.7853254302624,789.639805793857,787.3925755201216,669.3548273216138
PTPRF,1484.3383480419468,1298.876597980562,1556.4431279256808,1311.531950233387,1332.5603737619797,1575.7907250821593,1073.3194689357608,1437.9858393160844,1246.1764204033614,1232.7456253361863,1666.2113954678737,1386.1471744041974,1399.9711947895667,1546.9443533586877,1475.2167312367646,1681.4216644808464,1665.815548185885,1521.1019568636325,1471.0736081997338,1949.7393372906658,1720.8167294214747,1588.9413503990816,1240.2025328846041,1750.895441549206,1380.082231328989,1414.4188556018419,1188.953593764409,1319.3844431165776,1319.949709931299
SKINT1L,187.85490119035185,262.21452447494914,158.4126898975742,342.69697796007927,214.50478302015162,185.46036179876916,275.5820258078305,168.51908832842395,354.4090387104595,242.8336377142326,156.11483323433453,220.12463759238116,196.63294724047327,175.0849920196372,255.41778356364696,140.32544171812086,179.8023131375241,201.47623396530912,160.41292938103607,156.43926246107998,151.45983400459832,172.84122389909234,194.76621763545745,224.49181907323018,159.33453825290283,203.60318426701014,195.16300891165247,219.71152603040218,194.35302721558068
AGBL4,2516.8287329934637,3329.514659612145,2835.279551710467,4621.96500534055,2723.806018350227,2210.5879366081476,3818.9867050106195,2015.016180674112,4183.0872324603615,2976.370761710512,1925.1696496480495,2762.7237123913346,2464.8355358312847,2282.5895255893442,2579.2421975749585,1553.5144034457453,2093.1104570538837,2948.0072329123154,1684.9575140411155,1744.9879496577819,2168.2057775581343,2416.354536094241,2990.2342825208466,3335.0054250408707,1937.3445651160646,2374.2624385748895,2791.3446143021874,2926.5129152475906,2303.7212106248367
ELAVL4,458.2521074491916,592.5235184840906,414.4875721106432,675.5179623190036,411.80871079812124,444.35804806819186,594.6770030590027,348.84107000280756,638.9968453557661,424.6271260576745,378.0790511030566,491.2926694090826,497.1213243614782,428.7060504184533,438.02956340120767,345.2254229879434,363.8352689371076,507.6154466138957,344.45256929106193,377.29469181789875,429.91291344382137,358.51719214712716,452.54503509415116,492.61527696320104,366.0608878835921,405.54430172367734,499.46322675416326,488.4956771640414,370.6965075077099
SHISAL2A,463.9446802125356,429.9098598949748,393.72474382309707,495.7748787779821,410.79689578387524,438.13454599440763,426.4269241447482,380.31545225869996,440.13890592969784,406.04968929265124,361.80167512601696,393.99119916897206,443.1165008236017,414.2957630094296,404.6104141498894,343.98360491964144,353.2586622819591,384.63644666104466,364.3487465786323,373.84382573419845,405.4463248738478,339.6929004353448,326.51983544767864,360.3128882930842,424.89210200774085,437.1235711201932,469.9319819846369,339.04722798600136,444.98588856694727
SSBP3,3885.892482577695,3327.481988879781,3729.6191553555095,3342.03623463086,3526.1753246473036,3909.604002751234,2847.1974561093225,3877.2504641477462,3158.7478911500802,3211.2426408111633,3939.1249864435877,3491.687186157408,3747.103910089582,4187.629521062269,3580.6231340698173,4059.5032652790896,3680.6591159916698,3660.5876794476294,3927.007992134201,4282.524809872064,4146.504224787426,4028.3984263214193,3884.8222527386097,3635.5007439884234,3926.983542786928,3717.2124213319853,3370.4138052176827,3278.9435864435654,3765.496102578316
MYSM1,359.3436556860897,450.23656721861425,402.9526675064509,350.5977728410033,366.27703515705133,362.2078206942404,451.0842632959752,318.67812034091065,393.2968135315573,406.04968929265124,329.98680389816684,408.34715379456213,456.9638914743393,301.89552121904524,340.1591977366326,314.1799712803945,326.81714564408793,343.643446676761,351.91363577390086,295.6241945036585,326.221180932981,335.41465231903067,438.22398967977927,394.0922215705608,327.6571786636617,363.1615980599324,401.881722298337,413.7714525750214,349.6853694303498
PDE4B,2386.61113103197,3118.1169034462946,2238.540486853585,3075.3844073996743,2460.7341146462677,2425.9211083610808,3337.4433757043053,2298.2856209771435,3141.955442931879,2841.020865279628,2339.5028563363308,2638.305438969554,2531.303010954825,2220.6252897305426,2709.3381714461616,2270.043428855973,2340.603052784358,2450.858084166747,2259.4596332197098,1991.1497302950695,2182.1866853124047,2349.6138654797405,2963.501664414019,2275.178843460041,2440.6782859560035,2310.2728663766866,2864.5307426440572,2640.999460101484,2371.2570115877797
TCTEX1D1,198.52847512162182,286.60657326331653,228.39111116300748,211.34626306471748,225.63474817685758,231.51427714477222,223.3664840758205,228.84498765221772,220.06945296484892,201.69788487739538,253.03920837034318,260.00228933013136,214.63455508643207,197.42093750362386,192.1601081950802,264.50724854831634,218.93575776157348,180.54363822865363,186.52666207097218,179.44503635241526,174.76134692838266,207.9228584528685,192.8567449135412,154.8219441884346,207.54344982685802,184.48941594806632,269.6331044174146,231.97968230621146,209.3609829851236
LINC02238,77.56130390056194,120.94390857565485,103.81414143773067,170.85468929998189,71.83886601146587,58.50091949357147,139.2414446186933,53.7687363538162,151.13203396381192,79.61758613581397,65.84938463438755,82.94551561452043,67.85221418861401,49.71549156113156,105.03161193271464,21.110907161133227,62.40197926537601,105.53517017230477,39.792354575140735,28.75721736416911,61.74900924802854,41.92683153987883,74.46943615473373,105.5604164921145,61.28251471265493,78.94817349128965,78.32199699743948,99.26053714063855,66.78540317446596
LRRIQ3,181.45075683158984,437.0242074582486,262.2268313353049,496.76247813809766,263.07190370395955,209.1096696791491,384.36440441618464,161.3062090614486,417.1597662626855,294.58506870251165,250.07968546542688,267.9778196776814,249.25303171327596,190.9363081695632,227.96633953577836,176.33816569887756,144.89951117553414,252.93553181792055,162.89995154198238,136.88435465344497,194.56763291359937,183.96466900150918,252.05039929294495,311.7550967067115,201.00664825750817,246.81692133592657,267.0651700896297,278.8217335411195,182.34666259994637
ERICH3,84.67701985474193,151.43396956111405,101.50716051689221,173.8174873803284,100.16968641035382,102.06543401006087,136.3405811891372,93.76743047067947,178.53023895140353,128.7150975862326,89.5255678737179,119.63295521325063,121.85703772649047,69.88989393376465,102.64452984333477,94.37817319094854,63.45963993089086,102.04640421619553,74.61066482838888,64.41616689573881,86.21559781800212,64.1737217447125,100.24731790060311,125.26502757064254,78.44161883219832,118.8377769395202,105.28530743918094,127.1427104947505,86.29574567487174
ADGRL4,221.2987661749978,320.14564034732166,302.2145006298382,371.3373594034289,387.5251504562173,285.03639497931636,385.8148361309627,159.99477646745308,365.8986085439657,305.20074685395355,185.71006228349748,208.9588951058111,193.86346911032575,176.52602076053958,210.06322386542928,156.4690766060463,197.78254445127652,259.913063730139,206.42283935854255,149.5375302936794,173.59627128219344,231.88104790422784,346.5692990277993,260.3823606805491,203.45794884601438,268.4237898703848,227.26218800896373,239.78669084536278,275.3959883711124
LINC01140,352.9395113273277,381.12576231824005,312.980411593751,370.3497600433133,420.9150459263352,379.63362650083616,478.64246587675825,317.36668774691515,354.4090387104595,428.60800536446516,309.27014356375275,360.49397170926187,330.95263655262755,298.29294936678934,386.70729847954027,337.77451457813163,302.49095033724643,354.9819360341161,353.157146854374,308.2773701438929,358.84329902627906,308.88951399788283,315.0629991161812,306.12520782713204,314.583575524962,362.3305646547609,371.0665103649182,340.16251492016585,378.9508831809585
PKN2-AS1,579.2192786702515,672.8140124124665,626.7298168277815,743.6623181669733,667.7979094023588,514.0612712945749,735.368879392474,570.47317838805,713.2371427414982,729.827872911628,606.7021955078403,665.1592309856735,612.0546667625998,559.8396658405684,628.996130551598,551.3672223260678,501.3311554540378,616.6393827423097,543.4143421667657,533.7339542789788,611.6647142493393,546.7601092649505,560.4302438824193,647.4372211516356,555.628133394738,633.2474547406601,702.3300386491704,710.4377770627725,620.5789710705993
GLMN,207.06733426663783,266.27986593967705,233.77406664496388,258.7510323502616,183.13851757852566,158.07695267411867,284.28461609649884,167.2076557344284,266.91154536298944,274.6806721685582,232.32254803592912,245.6463347045413,221.55825041180086,205.34659557858686,212.45030595480915,197.44907286001077,191.43658045818742,216.30348927877344,187.77017315144533,150.68781898824616,220.19929712976216,210.48980732265701,222.45357210324306,232.93665239259934,213.26315120003915,179.50321551703752,250.37359695902785,283.28288127777745,198.85541394644355
PLPPR5,156.54575099195986,265.2635305734951,220.7011747602126,365.41176324273584,204.38663287769162,177.99215931022812,335.04972611373074,135.733273478536,357.94429096692295,207.0057239531163,162.03387904416712,164.29592515953087,162.01447061362938,164.99779083332066,188.5794850610104,136.599987513215,147.01483250656383,195.37089354211793,129.3251523692074,116.17915815124321,164.27566611267972,185.67596824803485,251.09566293198682,256.15994402086454,174.04234178394,182.8273491377234,258.07739994238256,257.63128179199447,168.08910461888058
LOC100129620,204.22104788496583,297.7862622913182,240.69500940747926,393.0645453259699,262.06008868971355,187.94976262828283,330.6984309693966,122.61894753858084,384.45868289039873,188.42828718809304,153.15531032941823,261.59739539964136,186.93977378495697,175.0849920196372,219.6115522229488,95.6199912592505,177.6869918064944,248.57457437278399,130.5686634496805,123.08089031864381,198.06285985216704,155.72823143383567,208.1325266888712,293.4579578480783,138.9070333486845,207.75835129286747,238.8178924839958,288.85931594859983,183.0970603884235
LOC102606465,426.9429572507996,438.0405428244306,436.78838767874834,424.667724849666,500.84843205176907,502.85896756176334,523.6058490348779,421.6255789695587,517.0306425077775,460.45503981879074,438.74927065384065,472.15139657496246,390.496416350799,363.8597570778469,430.868317133068,454.5054129985154,396.6227495680679,447.43423387101114,405.3846122342462,366.9420935667979,436.90336732095665,391.8875274543777,404.8082170462449,382.83244381140196,464.9300116200087,413.02360237022054,469.9319819846369,557.643467082239,369.9461097192327
LOC101928436,183.58547161784384,285.59023789713456,155.33671533645628,265.6642278710701,196.29211276372365,175.50275848071442,285.7350478112769,151.4704646064822,272.2144237476846,217.62140210455817,182.0106586523521,237.67080435699125,180.0160784595882,136.1772160152734,184.99886192694055,168.88725728906581,156.53377849619747,182.28802120670827,129.3251523692074,116.17915815124321,158.45028788173363,138.615238968579,297.8777446189349,206.19468021459699,165.05423962608396,181.16528232738045,211.85458204225435,266.55357726531025,177.84427586908348
LINC01677,101.75473814477391,198.18539640548482,146.87778529338192,244.92464130864457,130.52413683773375,100.82073359530403,149.39446662213967,66.22734599677361,243.04859263186125,145.9655745823256,99.88389804092493,149.9399705339408,124.62651585663798,82.13863823143474,115.77348133492409,59.60726727849382,117.4003338721481,129.9565318650695,59.688531862711095,50.61270256093764,83.88544652562368,112.09010064743117,169.9430722505462,155.52568029838204,75.99031824369212,108.86537607746256,160.49589548655632,150.56373611220454,92.2989279826889
CELSR2,616.9325732274054,422.795512331701,499.8458661816662,447.3825101323225,555.486442821053,586.2538953504716,382.9139727014066,604.5704258319333,505.5410726742714,509.55255126920935,596.3438653406333,497.6730936871226,582.9751463960511,612.4372148835047,509.642026082604,624.6344883558831,547.8682247366911,575.6463827580261,688.9051385821239,669.468020237857,676.9089504359356,559.594853613893,523.1955258050524,528.50581857052,562.1649349640879,614.9647198268877,549.5379461459688,473.9969470199032,557.5455568385191
PGBP,39.848009343407966,24.39204878836736,29.99075197089997,22.714785282656553,28.330820398887948,39.83041327221888,44.96338315811971,25.57293558291258,41.53921401344538,39.80879306790698,27.375586870475722,33.497227459710174,27.694781301475107,25.93851733624255,34.61269029600823,18.627271024529318,29.614498634415735,24.42136169276474,31.087777011828695,20.705196502201762,30.291966800919663,27.380787944410667,35.32524535545062,19.70461107852804,20.42750490421831,24.9310021551441,29.531244769526364,46.84205123490808,33.76790048147155
SYCP1,238.3764844650298,416.69750013460913,298.3695324284408,528.3656576617938,266.10734874669754,209.1096696791491,374.21138241273826,215.0749454152648,454.2799149555516,272.02675263069773,214.56541060643133,365.2792899177919,293.56468179563615,237.04922787843887,247.0629962508174,214.83452581623814,211.53213310296954,319.22208498399624,202.6923061171231,151.83810768281293,236.51035617641122,225.03585091812516,247.2767174881543,408.16694376950943,214.0802513962079,250.14105495661246,326.1276596286824,354.661245064304,217.6153586583722
ANKRD20A12P,30.597578602973975,42.68608537964288,58.44351666124097,73.08235264854717,34.40171048436394,46.05391534600307,66.71985887979054,20.327205206930515,60.09928835987842,54.40535052613954,28.115467596704796,47.853182085300254,49.85060634265519,26.65903170669373,39.38685447476799,13.6599987513215,30.672159299930584,47.97053189650217,28.6007548508824,18.404619113068232,24.466588569973574,34.225984930513334,55.374708935571235,47.15031936647781,22.878805492724506,45.70683728443085,50.07471939180557,39.03504269575674,37.51988942385727
LOC101927429,115.27459845771591,171.7606768847535,157.64369625729472,221.2222566658725,90.05153626789384,82.15022737395144,152.2953300516958,79.99738823372654,242.1647795677454,169.8508504230698,96.92437513600863,170.6763494375709,131.55021118200676,107.35664119722611,133.67659700527318,81.959992507929,107.88138788251446,132.57310633215147,90.7763088745398,120.78031292951027,100.19650557227273,94.9771081821745,116.47783603689122,142.15469420938086,109.49142628661014,107.20330926711962,152.79209250320162,157.2554577171914,111.05887269461753
CERS2,233.3954832971038,146.35229273020417,192.24841006987162,213.3214617849485,227.65837820534958,238.98247963331326,187.10569120636913,269.49939806607875,207.69607006722688,181.79348834344188,225.66362149986745,188.222516202181,216.01929415150585,218.31585424670814,202.90197759728966,233.46179684076748,217.87809709605864,247.70238288375666,298.4426593135555,284.12130755799086,302.91966800919664,266.962682458004,195.72095399641557,198.45358300517526,268.82596453951294,264.26862284452744,195.16300891165247,208.5586566887574,240.12729231268656
RORC,371.4403728081957,230.70812812330797,292.21758330620486,258.7510323502616,275.2136838749115,303.70690120066894,226.26734750537662,291.1380358670048,259.8410408500626,273.35371239962797,246.3802818342815,309.4505774849416,300.48837712100493,333.5981535188972,340.1591977366326,250.84724979699482,342.68205562681067,282.59004244484913,332.0174584863305,351.98834053742996,407.77647616622625,313.167762114197,335.1124626963018,406.75947154961455,307.22967375944336,256.78932219798423,281.1888088924467,304.47333302690254,282.1495684674067
FLG-AS1,50.52158327467796,81.30682929455787,52.29156753900508,86.9087436901642,65.76797592598989,37.3410124427052,66.71985887979054,32.13009855289017,83.07842802689076,96.868063131907,42.17320139505719,36.687439598730194,30.46425943162262,39.62829037481501,45.354559698217685,23.594543297737136,24.326195306841498,71.5197021002396,29.844265931355547,29.907506058735876,31.45704244710888,34.225984930513334,33.41577263353437,68.26240266490072,23.69590568889324,33.2413362068588,25.67934327784901,43.49619043241464,36.76949163538013
PGLYRP4,126.65974398440389,104.68254271674327,99.96917323633325,138.26391041617032,136.59502692320976,114.51243815762928,185.65525949159107,113.43891938061223,132.57195961737887,107.48374128334885,82.12676061142717,114.8476370047206,103.85542988053166,103.7540693449702,89.51557835174543,75.75090216641922,72.9785859205245,109.89612761744134,94.50684211595924,82.82078600880705,73.39976570992071,98.39970667522583,83.06206340335686,74.59602765442759,91.51522197089803,103.87917564643374,129.6806835531375,89.22295473315825,132.07001077197762
DAP3,608.3937140823895,653.503640455009,634.4197532305764,606.3860071109184,575.722743105973,555.1363849815506,498.948509883651,551.4574057751149,549.7317258800643,516.1873501138606,611.1414798652148,564.6675486065429,641.1341871291487,667.1963070377944,631.3832126409778,664.3726665415458,639.8847026364829,648.0382763472929,613.0509626732619,610.803296814952,667.5883452664218,668.2623557682729,696.957543499431,686.8464433086917,721.4994732169907,650.699156249261,650.9713520934724,575.4880580288707,643.0909047249137
