data$Geneid,C07,C10,C11,C12,C17,C18,C35,C36,C37,C39,C42,C44,C49,D01,D04,D05,D15,D16,D19,D20,D25,D31,D38,D41,D51,D57,E02,E03,E06
AGT,132.3523167477479,119.92757320947287,140.72583617114603,108.63592961270525,116.3587266382898,138.16174603800923,133.43971775958107,156.7161949824643,130.80433348914715,99.52198266976745,137.6178150786077,82.94551561452043,121.85703772649047,146.26441720158994,151.57971267562226,125.42362489849741,143.8418505100193,143.0394042004792,146.73430749583144,155.2889737665132,191.07240597503173,153.16128256404716,140.34624506084435,174.52655526696265,111.12562667894761,100.55504202574787,95.01357012804134,130.48857129724394,92.2989279826889
C1orf198,400.61480822033366,355.71737816369074,380.65185193834583,394.0521446860854,420.9150459263352,492.9013642437086,313.2932503920599,465.55857086840854,427.7655230320758,319.7973043121861,486.8415178587304,432.2737448372123,462.5028477346343,448.15993842063517,449.96497384810704,533.9817693698404,503.4464767850675,450.0508083380931,407.87163439519253,568.2426151159817,434.57321602857826,595.532137790932,424.85768062636555,436.3163881674066,448.58800769663407,408.8684353443632,365.9306417093484,408.195017904199,428.47713722045006
RGS7,811.9031903719373,1315.1379638394737,1207.3200152387938,1767.802854606749,964.2597085764362,799.0976662738913,1395.3153096164892,657.6834458887519,1489.2250130352227,988.5850278530233,758.3777443848004,1022.4629905559153,798.9944405475569,777.4350057168253,883.220373070555,507.90358993549944,741.4201265259082,1085.8784038390038,538.440297844873,618.8553176769193,894.7780962733193,674.2519031311127,1058.8026243025604,1427.1768309733882,665.936659877517,889.2057435334729,1065.692746030734,1051.715578917103,769.1577331890742
LINC00707,275.37820742676575,342.50501840332504,236.85004120608184,331.83338499880875,279.2609439318955,262.6317875136932,314.743682106838,273.4336958480653,373.8529261210084,302.5468273160931,271.53622652607,263.1925014691514,282.4867692750461,221.19791172851285,288.8369328149653,260.78179434341047,258.0692023856228,279.1012764887399,279.78999310645827,240.41033716445378,215.5389945450053,255.83923735558716,222.45357210324306,233.64038850254676,249.2155598314634,294.18582543070033,287.60864471190894,291.0898898169288,277.6471817365438
LOC101928272,228.4144821291778,436.00787209206663,276.8377105006151,377.26295556412185,270.1546088036815,206.6202688496354,326.3471358250624,223.59925727623568,380.0396175698194,452.49328120520937,232.32254803592912,373.25482026534195,293.56468179563615,253.62105839881605,301.9658843065546,279.4090653679398,219.99341842708833,274.74031904360334,225.07550556563976,198.99994416005026,220.19929712976216,264.3957335882155,267.32618106827493,232.2329162826519,204.2750490421831,284.2134245686427,295.31244769526364,373.6211229451002,249.1320657744123
CELF2-DT,77.56130390056194,146.35229273020417,83.05131315018454,162.95389441905786,107.25239151007581,56.011518664057796,105.88151517879803,78.03023934273327,169.69210831024495,200.37092510846514,86.5660449688016,108.46721272668057,117.70282053126921,71.33092267466701,118.16056342430397,50.91454080038014,76.15156791706903,90.70791485884047,53.470976460345355,66.71674428487235,87.38067346419133,63.31807212144967,87.83574520814747,99.93052761253506,79.25871902836704,94.73780818954758,84.74183281690173,111.52869341644781,94.55012134812033
MYO3A,369.30565802194167,731.7614636510209,519.8397008289329,894.765020264645,477.57668672411114,413.2405376992708,683.153337660464,338.3496092508434,862.6015505770785,538.7456661856745,427.6510597604045,542.3360636334029,461.1181086695605,343.6853547052138,441.6101865352775,310.45451707548864,282.3953976924643,532.9089997956878,300.92968147450176,270.31784322318964,329.71640787154865,324.2912072166138,456.36398053798365,457.4284714658295,344.81628278320505,441.27873814605056,545.6860446542914,514.1472766498244,393.20844116202426
GAD2,228.4144821291778,318.1129696149577,255.3058885727895,369.36216068319783,220.5756731056276,251.42948378088167,384.36440441618464,219.00924319725135,366.7824216080815,286.6233100889303,195.32851172447542,221.71974366189116,270.0241176893823,206.06710994903804,264.9661119211665,229.7363426358616,197.78254445127652,238.10827650445623,218.857950163274,188.64734590894938,200.39301114454545,217.33500430875966,247.2767174881543,227.3067635130199,228.78805492724507,240.16865409455482,261.9293014340599,275.4758727386261,243.12888346659514
ZNF438,1880.6837266897724,2000.1480006461238,1804.8280737359548,1855.6991976570287,1886.0231865545406,1705.2395682168706,2240.916999332095,1723.2224285101095,1940.8534887984265,1914.8029465663258,1715.7834041252218,1977.9315261924103,1912.3246488668563,1675.9164256694492,1756.8924177835904,1839.1325591551947,1908.0198405887852,1690.3071057349312,1769.5162675132894,1710.479288820779,1598.4837865716067,1646.2698751576913,1703.2496679492947,1450.4001226016533,1687.3119050884325,1963.7319364201835,2142.9411965365,1708.6195831399805,1944.280669944284
IATPR,224.85662415208782,340.4723476709611,252.99890765195104,284.42861571326466,261.0482736754675,260.14238668417954,275.5820258078305,276.7122773330541,367.6662346721974,406.04968929265124,372.8998860194531,298.2848349983716,178.63133939451444,208.2286530603916,243.48237311674757,214.83452581623814,267.5881483752565,262.52963819722095,230.04954988753235,169.0924381013144,276.12292814684463,239.58189451359334,227.2272539080337,201.97226355491242,301.50997238626223,229.36521982732572,296.5964148591561,388.1198530892384,321.9206512566954
ZNF25,160.81518056446788,174.80968298329944,102.2761541571717,187.64387842194543,180.10307253578767,143.1405476970366,145.04317147780552,160.65049276445083,153.7834731561595,221.60228141134886,149.45590669827286,148.34486446443077,162.01447061362938,105.91561245632374,158.7409589437619,147.7763501279326,163.9374031548014,143.91159568950653,130.5686634496805,121.93060162407704,129.32339672700317,129.20309311268784,135.5725632560537,106.26415260206193,120.11372883680366,137.95154525846402,161.77986265044876,166.17775319050725,156.08274000324627
LOC100129055,57.637299228857955,78.25782319601196,59.98150394179994,102.71033345201224,56.661640797775895,42.319814101732554,97.1789248901297,32.13009855289017,98.98706318097622,111.46462059013955,42.17320139505719,43.067863876770225,52.6200844728027,31.702632299852006,29.838526117248477,26.078179434341045,42.30642662059391,62.79778720996648,29.844265931355547,20.705196502201762,33.787193739487314,35.937284177039004,45.82734532598999,38.70548604710865,24.513005885061972,47.36890409477379,75.75406266965459,70.26307685236212,45.774265097105875
LOC441666,74.00344592347194,104.68254271674327,75.36137674738967,110.61112833293625,64.75616091174388,79.66082654443775,108.78237860835414,49.17872227483189,105.17375462978724,92.8871838251163,57.71069664586774,84.54062168403044,59.54377979817148,75.6540088973741,50.12872387697744,79.4763563713251,46.5370692826533,75.88065954537616,44.766398897033326,83.97107470337382,52.4284040785148,58.184174381872666,50.601027130780615,59.113833235584124,62.91671510499239,79.77920689646112,48.79075222791312,73.60893765485555,84.79495009791744
CCNYL2,101.75473814477391,195.1363903069389,127.65294428639476,185.66867970171444,111.2996515670598,83.39492778870827,184.204827776813,91.8002815796862,197.97412636195244,141.9846952755349,114.68151256550641,141.96444018639073,131.55021118200676,84.30018134278829,83.54787312829573,99.34544546415637,77.20922858258388,124.72338293090564,126.83813020826108,94.32367295447469,101.36158121846195,64.1737217447125,121.25151784168185,123.85755535074769,106.22302550193521,111.35847629297697,114.2730775864281,130.48857129724394,108.8076793291861
SHLD2P1,312.37993038850175,364.8643964593285,343.7401572049305,275.54022147222514,249.91830851876153,341.0479136433741,509.1015318870974,269.49939806607875,302.26406792762384,321.12426408111634,307.05050138506556,293.49951678984155,351.72372252873384,265.86980269648615,280.48214550213567,269.47452082152415,255.95388105459315,264.2740211752756,247.45870501415644,286.4218849471244,262.142020392574,184.820318624772,289.2851173703118,349.0531105339253,272.0943653241879,268.4237898703848,299.16434918694097,296.6663244877512,305.4118999101982
PTPN20,201.37476150329383,312.01495741786584,205.3213019546229,298.25500675488166,175.0439974645577,205.37556843487857,321.99584068072824,178.35483278339032,270.44679761945287,268.045873323907,227.88326367855467,240.86101649601127,250.63777077834973,227.6825410625735,211.25676491011922,243.3963413871831,198.84020511679137,220.66444672390998,195.2312396342842,139.1849320425785,154.95506094316596,171.12992465256667,232.00093571282432,230.12170795280963,169.95684080309633,191.96871659460956,220.8423521895015,269.8994380678037,195.10342500405784
WDFY4,2136.849501040252,2338.587677584721,1941.7089417057034,2304.0693071494666,2220.933956269966,2061.223886837327,2330.8437656483347,2180.912403814545,2381.87620779224,2137.7321877466047,1980.66070411523,1894.98601057789,2088.1865101312233,1813.5346704256249,2241.4700819277055,2022.9216332638841,1839.2718973303201,2151.696403430379,2153.761191379492,1804.8029617752536,1721.9818050676638,1993.6636222024017,1712.797031558876,1410.2871643346498,1880.1475513842533,2107.500715514848,2412.5743009539146,2044.3209503234884,2220.4270561038734
C10orf53,76.84973230514393,103.6662073505613,72.28540218627172,109.62352897282075,59.69708584051389,73.43732447065355,105.88151517879803,55.735885244809474,119.31476365564097,112.79158035906978,65.10950390815847,76.5650913364804,81.69960483935157,69.16937956331347,53.70934701104726,53.39817693698405,71.92092525500965,83.73038294662197,69.63662050649629,50.61270256093764,50.098252786136364,87.276261572809,91.65469065197998,78.11470820416473,57.19701373181127,78.11714008611817,92.44563580025644,111.52869341644781,64.53420980903451
PCDH15,2126.8874987044,3422.0011779347046,2583.0496376987953,4539.006659090848,2560.9038010566214,2048.7768826897586,3823.3380001549535,1729.779591480087,4153.037588280422,2720.2675263069773,2328.4046454428944,2639.9005450390637,2172.6555931007224,1745.0858052327626,2388.275630424568,1666.5198476612231,1589.663980268816,2695.943892583422,1754.5941345476117,1452.8146212378235,2146.069340280539,2181.906539320225,3261.3794090329543,2802.277189810666,1861.3542468723724,2129.9386174544775,2619.2930143405993,2930.9740629842486,2161.145630814179
IPMK,480.3108269071496,519.3473721189885,521.3776881094918,490.83688197740463,486.6830218523251,474.230858022356,575.8213907668879,471.46001754138837,541.7774083030216,471.07071797023264,449.84748154727674,515.2192604517327,508.19923688206825,407.811133675369,445.1908096693473,425.9435974275704,455.85174683689934,435.2235530246288,384.24492386620267,414.1039300440352,461.36995589093027,430.39176050120517,480.23238956193677,561.5814157380491,509.0534222131203,487.81660883565286,509.73496406530285,529.761293728127,496.76333597187033
LOC112268068,39.136437747989966,41.66975001346091,29.221758330620485,34.56597760404258,25.295375356149954,19.91520663610944,29.008634295561105,23.605786691919306,40.65540094932952,29.19311491646512,15.537495250810545,30.30701532069016,23.540564106253843,18.012859261279548,27.4514440278686,16.14363488792541,23.26853464132665,20.932595736655493,17.40915512662407,24.156062585902056,24.466588569973574,25.669488697885,14.321045414371872,23.22329162826519,24.513005885061972,16.6206681034294,29.531244769526364,31.228034156605386,33.017502692994405
ZNF365,1236.711432836483,1419.820506556217,1334.203965884909,1583.1217742651502,1238.4615774371018,1189.9335965075388,1401.1170364756013,1141.6020730730977,1613.8426550755587,1182.3211541168373,893.0360365584918,1047.9846876680756,1298.8852430391826,1026.0124635224831,1086.1223506678446,813.3908347377802,949.7792776323332,1195.774531456445,1208.6927702198998,885.7222948164086,1020.6062660617548,1013.9448035664575,1098.9015514628015,990.156706696034,1300.823512300622,1371.2051185329253,1435.4752892317597,1181.0888632801823,1318.4489143543447
LINC01515,383.5370899303017,555.9354453015395,456.0132286857355,580.7084237479153,357.17070002883736,357.22901903521307,461.23728529942156,227.53355505822222,579.7813700600036,371.5487353004652,310.01002428998186,344.5429110141618,360.0321569191764,401.32650434130835,367.6106417645012,331.5654242366219,307.77925366482066,384.63644666104466,292.22510391118976,269.1675545286229,385.64003888863107,288.35392303957485,402.8987443243287,527.0983463506251,250.84976022380084,352.35816379270324,471.2159491485293,471.7663731515742,362.4421318344613
AIFM2,291.03278252596175,288.6392439956805,276.06871686033566,285.41621507338016,274.2018688606655,219.06727299720382,245.12295979749132,316.7109714499174,286.3554327735383,253.44931586567446,298.9118133965457,291.90441072033155,243.71407545298095,340.80329722340906,275.7079813233759,332.8072423049238,315.18287832342463,278.2290849997126,334.50448064727675,358.8900727048305,347.1925425643869,580.9860941954638,295.96827189701867,343.42322165434587,337.4623810176865,305.82029310310094,223.41028651728638,255.4007079236655,351.1861650073041
TYSND1,115.9861700531339,98.58453051965142,122.26998880443836,89.8715417705107,116.3587266382898,135.67234520849556,101.53022003446387,123.93038013257636,99.87087624509208,91.56022405618606,134.6582921736914,114.8476370047206,112.16386427097419,126.09001482895684,119.35410446899391,146.53453205963064,127.97694052729658,98.55763826008628,121.86408588636849,139.1849320425785,142.13922883508457,253.27228848579867,129.84414509030498,141.45095809943342,131.5531315831659,127.1481109912349,121.9768805697828,114.87455421894124,108.8076793291861
SPOCK2,407.01895257909564,352.6683720651448,376.80688373694835,321.95739139765374,381.4542603707413,363.45252110899725,319.09497725117217,358.6768144577739,347.3385341975326,322.4512238500466,336.6457304342285,326.99674424955174,337.87633187799634,408.5316480458202,371.19126489857103,383.721783105304,369.12357226468185,402.0802764415909,379.2708795443101,407.20219787663467,362.3385259648467,895.0095059329237,443.952407845528,405.3519993297197,500.88242025143296,415.51670258573495,367.2146088732409,373.6211229451002,378.2004853924813
NRG3,1398.9497565917868,2328.4243239229013,1925.560075259834,3131.677570926258,1670.506588520143,1338.0529458636029,2522.300751999038,946.8543328647634,2732.7499942462364,1698.508504230698,1205.265703027161,1622.2228726916785,1462.2844527178856,1244.3283177691912,1397.6365633319188,940.0562777045797,1272.3657806143617,1910.0993609698137,979.8867314128405,989.2482773274176,1401.586002365629,1144.0035463024083,1813.044349459479,2106.282177072658,1063.8644554116895,1493.3670290931316,1925.9507458386759,1892.6419272771193,1349.9656214703848
LINC01520,46.25215370216996,96.55185978728748,66.90244670431532,98.75993601155022,45.53167564106992,46.05391534600307,92.82762974579553,30.818665958894652,113.12807220682997,35.827913761116285,39.953559216369975,54.233606363340286,42.926911017286415,31.702632299852006,44.16101865352775,33.52908784415278,30.672159299930584,65.41436167704842,31.087777011828695,20.705196502201762,32.6221180932981,37.648583423564666,76.37890887664999,74.59602765442759,31.866907650580565,44.87580387925938,64.19835819462253,65.80192911570421,55.52943634730877
GRID1-AS1,28.462863816719977,73.17614636510208,47.67760569732816,61.23116032716114,29.342635413133948,19.91520663610944,65.26942716501249,27.540084473905857,61.86691448811014,22.558316071813955,29.595229049162942,39.877651737750206,26.31004223640135,34.584689781656735,31.032067161938418,14.901816819623456,17.980231313752412,40.99299998428367,23.62671052898981,21.855485196768527,32.6221180932981,17.968642088519502,27.687354467785617,47.854055476425245,25.330106081230703,22.43790193962969,29.531244769526364,42.38090349825017,36.01909384690298
ANKRD22,282.4939233809458,300.83526838986415,296.0625515076023,326.8953881982313,303.5445042737995,294.99399829737104,361.15749697973575,285.89230549102274,336.7327774281423,303.8737870850233,306.31062065883646,360.49397170926187,282.4867692750461,272.3544320305468,278.0950634127558,283.13451957284565,261.24218438216735,302.6504466924773,278.54648202598514,230.0577389133529,265.6372473311417,262.68443434168984,248.23145384911243,227.3067635130199,289.25346944373126,308.31339331861534,368.4985760371333,277.70644660695507,300.1591153908582
STAMBPL1,349.3816533502377,421.779176965519,319.9013543562664,390.1017472456234,386.5133354419713,266.3658887579637,459.7868535846435,369.8239915067358,381.80724369805114,468.41679843237216,341.08501479160293,425.89332055917225,357.2626787890289,298.29294936678934,374.7718880326409,389.93087344681373,289.7990223510683,341.89906369870636,359.37470225673974,284.12130755799086,312.24027317871037,293.48782077915183,329.38404453055307,292.0504856281835,317.8519763096369,334.90646228410236,481.48768645966896,392.5810008258963,344.43258491100977
LINC01374,177.18132725908185,254.08384154549336,128.42193792667425,230.110650906912,185.16214760701766,219.06727299720382,240.77166465315716,139.0118549635248,241.28096650362954,203.02484464632562,123.56008128025529,133.9889098388407,148.16707996289182,116.00281364264029,175.45053356942105,79.4763563713251,116.34267320663325,175.31048929448974,166.6304847834018,112.72829206754292,126.99324543462474,147.17173520120733,162.3051813628812,166.78545805754092,158.51743805673408,136.28947844812106,169.48366563380347,170.63890092716514,173.3418891382206
LINC01375,90.36959261808593,114.845896378563,84.5893004307435,139.25150977628581,95.11061133912382,74.6820248854104,97.1789248901297,61.637331917789304,144.06152945088505,58.38622983293024,52.53153156226423,76.5650913364804,90.0080392297941,54.75909215428983,59.677052234496955,44.70545045887037,64.5173005964057,86.3469574137039,72.12364266744258,48.31212517180411,48.93317713994715,58.184174381872666,85.92627248623123,76.00349987432244,84.16132020537944,80.61024030163259,77.03802983354703,105.95225874562541,72.78858548228311
LINC02653,189.98961597660585,282.5412317985886,217.62520019909468,367.38696196296684,206.41026290618362,283.7916945645595,343.75231640239906,108.19318900463016,319.0565161458251,216.29444233562793,168.69280558022876,157.91550088149083,146.78234089781807,118.16435675399384,244.6759141614375,161.4363488792541,118.45799453766294,221.5366382129373,164.14346262245553,89.72251817620763,120.00279155748943,153.16128256404716,209.08726304982932,237.1590690522839,143.8096345256969,210.2514515083819,208.002680550577,236.44083004286935,148.5787621184748
HTR7,290.32121093054377,488.85731113352927,352.1990872480048,475.0352922155566,388.5369654704633,290.0151966383437,449.6338315811971,331.7924462808658,573.5946786111925,423.30016628874426,294.47252903917126,355.7086535007319,342.03054907321757,262.9877452146814,291.22401490434515,228.49452456755964,247.49259573047436,366.32042539147113,283.5205263478777,272.6184206123232,306.41489494776425,259.2618358486385,314.10826275522305,380.0174993716122,326.02297827132423,361.49953124958944,445.5366058706803,384.77399228674494,356.43894952664414
EXOC6,1777.5058453541626,1895.4654579293806,1721.7767605857703,1846.8108034159893,1796.9834653008927,1797.3473989088768,1958.0828149503745,1712.0752514611474,1794.140520155194,1978.497015474977,1779.4131465809219,2020.9993900691807,1715.6917016263828,1701.8549430056917,1851.1821603140954,1768.3489292619834,1782.1582213925183,1783.6315950608534,1697.3926248458467,1671.369473205509,1720.8167294214747,1721.5670420048207,1788.2212040745676,1634.0752472979325,1728.166914896869,1749.3253178859443,1914.3950413636437,1835.762293634731,1782.9451454216978
ENTPD1,434.05867320497964,503.0860062600769,377.57587737722787,425.6553242097815,446.2104212824852,415.72993852878454,493.14678302453876,409.1669693266013,409.20544868564275,566.6118213332094,354.40286786372627,408.34715379456213,495.7365852964044,340.0827828529579,459.51330220562653,425.9435974275704,355.3739836129888,402.0802764415909,395.43652359046104,349.6877631482964,305.2498193015751,405.57792142658303,288.3303810093537,223.78808296328276,351.35308435255496,463.71664008568024,500.7471939180557,354.661245064304,434.4803195282673
R3HCC1L,868.8289180053773,888.2771100430448,860.5038834727454,858.2238439403715,838.7946468099325,812.7893708362164,1012.4013369150825,793.4167193672878,957.1695484374754,1035.0286197655814,810.9092759470647,957.063641706005,868.2313938012446,803.3735230530679,877.2526678471053,870.5144658796702,906.4151903462244,780.6113826794444,839.3699793193748,715.4795680205275,782.9308342391544,764.950763196973,862.1269339451867,764.257415402909,845.698703034638,862.6126745679858,861.5419669718343,959.1467633814511,817.9335894400886
ERLIN1,366.4593716402697,392.30545134624174,272.9927422992177,322.94499075776923,311.63902438776745,312.41980410396684,388.7156995605188,339.00532554784115,330.5460859793313,387.472252527628,331.466565350625,389.205880960442,358.6474178541026,259.3851733624255,285.25630968089547,317.9054254853004,324.70182431305824,294.8007232912315,308.3907479573407,294.4739058090917,293.59906283968286,292.632171155889,293.1040628141443,321.60740224597555,340.73078180236143,337.3995624996168,364.64667454545594,334.5860802493434,306.9126954871525
PKD2L1,298.14849848014177,396.37079281096965,293.75557058676384,316.0317952369607,304.5563192880455,334.8244115695899,371.31051898318213,289.1708869760115,316.40507695347753,289.27722962679076,248.59992401296873,285.5239864422915,311.56628964159495,270.19288891919325,284.0627686362055,275.6836111630339,257.01154172010797,289.56757435706766,259.8938158188879,220.8554293568188,280.78323073160146,257.55053660211286,292.1493264531862,232.2329162826519,263.1062631663318,316.6237273703301,363.3627073815635,279.937020475284,289.6535463521782
CFAP43,493.1191156246736,603.7032075120923,471.39310149132524,658.72877319704,525.131992393673,497.88016590273594,565.6683687634415,472.77145013538393,589.503313765278,552.0152638749768,609.6617184127566,669.9445491942035,531.739800988322,510.844688649888,550.2224216020619,520.3217706185189,502.38881611955264,532.0368083066604,465.0731440969573,502.6761595256761,443.893821198092,486.00898601328936,451.59029873319304,439.83506871714377,489.4430175050707,463.71664008568024,644.5515162740102,689.2473253136475,459.9938443364902
CFAP58,520.1588362505576,588.4581770193627,389.1107819814202,659.7163725571555,521.0847323366891,453.0709509714897,658.4959985092371,468.1814360563996,645.1835368045771,696.6538786883722,449.84748154727674,460.98565408839244,585.7446245261985,452.4830246433423,500.0936977250845,434.6363239056841,489.6968881333745,520.6983189493054,512.3265651549369,448.61259088103816,434.57321602857826,403.0109725567945,434.4050442359468,361.720360512979,450.22220808897157,524.3820786631975,531.5624058514745,636.828839407917,465.99702664430737
SORCS3,801.2296164406673,1476.7352870624075,1047.3693380606605,1987.0499125523907,984.4960088613562,814.0340712509733,1446.080419633721,664.8963251557271,1733.1574187311996,979.2963094705118,766.5164323733202,966.6342781230651,911.1583048185311,721.9553991920843,819.9626977019882,535.2235874381424,677.9604865950174,1094.6003187292768,559.5799862129165,555.5894394757472,744.4833379149102,579.2747949489382,927.0490064903391,1072.4938315598833,608.7396461457056,875.9092090507294,1124.7552355697867,1090.7506216128595,823.9367717479057
LINC02627,165.08461013697587,309.9822866855019,268.37878045754076,436.518917171052,229.68200823384157,138.16174603800923,307.4915235329477,145.5690179335024,394.1806265956732,238.85275840744188,193.1088695457882,221.71974366189116,178.63133939451444,163.5567620924183,190.96656715039026,172.6127114939717,141.72652917898958,279.9734679777672,155.43888505914347,158.7398398502135,181.75180080551797,174.552523145618,224.3630448251593,269.5309301098657,138.08993315251578,206.927317887696,240.10185964788826,264.32300339698133,197.35461836948926
SORCS1,1459.4333422023167,1685.084037129712,1774.0683281247752,2278.391723786464,1506.5925562122914,1289.509629688086,2106.026849857736,1032.0974514744719,2120.267540813946,1303.0744930894884,1031.3937323633286,1483.4486446443077,1376.4306306833128,1299.0874099234811,1096.864220070054,794.763563713251,1101.0247528009565,1493.1918292147584,1158.9523270009738,973.1442356034828,1353.8179008718712,986.5640156220469,1484.615041289884,2040.834718847547,1157.8309779710937,1428.5464234897568,1938.7904174776004,1516.7902304636902,1490.2900079156109
LINC01435,232.68391170168582,391.28911598005976,310.67343067291256,557.0060391051433,261.0482736754675,180.4815601397418,417.7243338560799,163.27335795244187,473.7238023661005,203.02484464632562,184.9701815572684,237.67080435699125,256.17672703864474,185.89270757640494,176.644074614111,155.22725853774432,152.30313583413806,275.61251053263067,133.05568561062682,152.98839637737967,209.7136163140592,121.50224650332234,258.73355381965183,296.272902287868,170.77394099926508,264.26862284452744,273.48500590909197,314.5109154343828,203.35780067730644
VWA2,470.3488245712976,525.4453843160803,478.3140442538406,457.25850373347754,512.9902122227211,497.88016590273594,542.4614613269927,505.55726498527184,553.2669781365278,570.5927006400001,571.9278013750738,515.2192604517327,499.89080249162566,544.70886406109355,614.6736380153186,624.6344883558831,629.3080959813344,621.0003401874463,543.4143421667657,586.6472342290499,558.0712345246353,629.7581227214454,733.2375252158398,484.8741797537793,522.12702535182,512.7476109907969,490.4754566069161,566.5657625555549,472.0002089521245
CASC2,355.7857977089997,602.6868721459102,424.48448943427655,715.0219367236236,446.2104212824852,398.30413272218874,575.8213907668879,399.33122487163496,664.6274242151261,566.6118213332094,408.4141608784486,457.7954419493724,551.1261478993547,362.4187283369445,458.3197611609366,394.89814572002155,398.7380708990976,478.8331274759944,358.1311911762666,423.30623960056937,390.30034147338796,348.24939666797314,581.434443823498,453.20605480614495,357.8898859219048,431.3063372839929,491.75942377080855,516.3778505181533,390.2068500081157
DMBT1,215.60619341165383,284.5739025309526,269.1477740978203,337.7589811595018,247.89467849026954,242.71658087758377,288.63591124083297,166.55193943743066,286.3554327735383,207.0057239531163,173.1320899376032,208.9588951058111,213.24981602135833,176.52602076053958,188.5794850610104,160.19453081095213,204.1285084443656,213.68691481169148,175.33506234671384,187.4970572143826,234.18020488403278,169.418625406041,260.6430265415681,261.78983290044397,152.79773668355296,191.1376831894381,228.5461551728562,207.44336975459294,216.86496086989504
BNIP3,350.8047965410737,346.57035986805295,332.9742462410176,335.7837824392708,336.93439974391737,329.8456099105626,262.528140374828,399.33122487163496,320.82414227405684,295.9120284714419,432.83022484400806,352.51844136171184,409.8827632618316,373.22644389371226,303.1594253512445,460.71450334002515,369.12357226468185,390.74178708423585,432.74185600465546,463.5663439104061,408.94155181241547,373.06323574259534,306.4703718675581,330.75597167529213,460.02741044299637,365.6546982754468,256.7934327784901,300.0121852902446,355.68855173816695
NKX6-2,32.732293389227976,22.359378056003415,44.601631136210216,39.50397440462009,23.271745327657957,28.62810953940732,21.756475721670828,52.45730375982068,34.46870950051851,38.48183329897675,42.913082121286266,30.30701532069016,33.23373756177013,56.20012089519219,32.22560820662836,50.91454080038014,33.84514129647513,28.782319137901304,53.470976460345355,66.71674428487235,45.43795020137949,43.6381307864045,33.41577263353437,42.92790270679323,31.866907650580565,44.044770474087905,23.11140895006411,27.882173354111952,40.52148057776586
ADGRA1,291.03278252596175,272.3778781367689,310.67343067291256,341.70937859996377,321.7571745302274,298.7280995416416,216.11432550193024,317.36668774691515,311.1021985687824,298.56594800930236,295.21240976540037,275.95335002523143,292.1799427305624,368.182843300554,319.8689999769037,253.33088593359872,335.2784309682067,316.6055105169143,307.1472368768675,378.4449805124655,323.89102964060254,297.766068895466,376.16612621750113,423.6491381883529,293.33897042457494,360.66849784441797,303.01625067861835,298.89689835608016,278.397579525021
CALY,82.54230506848793,92.48651832255959,116.88703332248194,89.8715417705107,102.19331643884581,75.92672530016723,82.67460774234915,102.94745862864809,91.03274560393349,76.9636665979535,88.78568714748883,111.65742486570059,74.7759095139828,144.10287409023638,81.16079103891586,74.50908409811727,111.05436987905901,96.81325528203166,115.64653048400275,116.17915815124321,103.69173251084038,112.945750270694,106.93047242730998,112.59777759158881,117.66242824829746,118.8377769395202,82.17389848911684,92.56881553565168,92.2989279826889
PSMD13,155.83417939654188,145.3359573640222,169.178600861487,168.8794905797509,181.11488755003367,159.3216530888755,127.63799090046886,180.3219816743836,174.9949866949401,169.8508504230698,183.49042010481025,177.05677371561092,198.01768630554702,199.5824806149774,177.83761565880093,207.38361740642642,205.18616910988044,163.09980844810738,198.96177287570367,197.8496554654835,210.87869196024843,184.820318624772,171.85254497246245,205.49094410464957,160.96873864524028,197.78595043080983,172.05159996158838,137.1802929022308,175.59308250365206
PGGHG,172.91189768657387,137.2052744345664,172.25457542260497,159.00349697859588,180.10307253578767,219.06727299720382,113.13367375268831,202.6163357723074,154.66728622027534,155.25429296483722,208.64636479659876,154.7252887424708,171.70764406914566,224.07996921031759,142.03138431810274,187.51452831359515,175.5716704754647,207.58157438850031,230.04954988753235,262.2658223612223,248.1611126383034,215.623705062234,175.67149041629494,203.37973577480727,292.5218702284062,195.29285021529543,152.79209250320162,128.257997428915,257.3864414476609
B4GALNT4,203.50947628954782,142.2869512654763,205.3213019546229,177.7678848207904,211.46933797741363,222.80137424147435,110.2328103231322,217.04209430625806,170.5759213743608,110.13766082120932,261.177896358863,140.36933411688074,181.40081752466196,225.52099795121995,219.6115522229488,197.44907286001077,185.09061646509835,194.49870205309062,216.37092800232773,241.56062585902055,195.7327085597886,214.76805543897117,190.94727219162496,244.19643015175822,236.9590568889324,221.054885775611,193.87904174776003,144.98730144138216,183.84745817690066
SLC25A22,160.81518056446788,96.55185978728748,151.49174713505883,149.12750337744083,155.81951219388372,159.3216530888755,95.72849317535164,194.74774020833428,97.2194370527445,74.30974706009303,141.31721870975306,110.06231879619058,101.08595175038414,178.68756387189313,122.93472760306372,134.1163513766111,161.8220818237717,151.76131909075232,171.6045291052944,185.1964798252491,182.9168764517072,179.686420885195,151.80308139234185,125.26502757064254,178.12784276478365,146.2618793101787,98.86547161971869,122.6815627580926,199.6058117349207
