"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"1",107.132830503576,0.00814023320042134,0.0435613387527973,0.596979303669025,0.880298259450467
"2",568.238232825727,0.0278843960441809,0.0437100485365889,0.249180656816237,0.671139628301262
"3",7.12188744655673,0.00407350057854593,0.0457727044426368,0.412374324476278,NA
"4",17.1124872788404,-0.00281626907590564,0.0453046019722101,0.696026209246214,NA
"5",6.81909638322809,-0.000110269468108441,0.0455604742381747,0.962779312738924,NA
"6",180.71095437927,0.0135633216377759,0.0435331458209408,0.457909323830322,0.817263145034077
"7",99.4568953216817,0.0188520850493735,0.0487646514062382,0.184889415153739,0.607035488499978
"8",5.12191412252134,0.00118160631491194,0.0456052355035612,0.766545123807759,NA
"9",3.74440976632693,-0.00511149495314844,0.0460715222145702,0.135943945642615,NA
"10",10.6653754382424,0.000765571009503713,0.0457515081181108,0.604290896215732,NA
"11",4.92947551514346,-0.00173783785875368,0.0456792990262645,0.700291237800828,NA
"12",91.8518573607522,0.00569063613135678,0.04376202283187,0.69834725602035,0.918269850495831
"13",122.853993738419,-0.0196229772958804,0.0472360761956111,0.272645778080185,0.69468464385275
"14",66.3429044662834,-0.00676093614836335,0.0443123883789211,0.601953895442916,NA
"15",4.52348274714997,-0.00180078475998097,0.0456775212654797,0.622579514763282,NA
"16",451.451660012726,-0.017973801292595,0.0412531283735515,0.419220553987527,0.795300389101175
"17",58.5857104901061,0.00211628043059376,0.0440038109330367,0.848301358052169,NA
"18",65.4666315286152,-0.00608082901520425,0.0441359462306026,0.64922049869526,NA
"19",273.726760982745,0.0279426990842852,0.0511386506701866,0.166759319179804,0.585706642391688
"20",256.046561231609,-0.00438097794367795,0.040822980660002,0.813094549795386,0.952824570093768
"21",170.041538898244,0.0308837200511641,0.0563498092542275,0.0890337506523984,0.470315053733949
"22",112.46362063904,0.0200789067045163,0.0482508132608674,0.226250265945821,0.650944039221657
"23",87.8945510596527,0.00550134328379083,0.0443106812574318,0.542910782080697,0.856694457431221
"24",3.27836909679603,-0.00126020743130092,0.0456884805616622,0.692476166202519,NA
"25",33.6855491877382,0.00385037900735446,0.0449098555099717,0.693281423848735,NA
"26",786.872668466539,0.0286384201285864,0.0480429848154272,0.20966132985904,0.63529307970621
"27",101.070073815577,0.0151429283171944,0.0463746210428003,0.305234832793074,0.719972942804013
"28",81.2322351773171,0.0078481272793728,0.0448660952553634,0.513373555294438,0.84530757413608
"29",566.762443063643,0.0104185098817259,0.0377749669047105,0.629165567565536,0.892453294876258
"30",136.213809428617,-0.00623150212441848,0.0431718075540689,0.688190799289013,0.915303488687359
"31",4.52491712710613,0.000366014212868742,0.0456126812181152,0.9244856294197,NA
"32",4.43632489908048,0.00509978129211528,0.0460388772688907,0.176791311728834,NA
"33",4.90466398595298,0.0012536817035787,0.0456674668198109,0.707897233870643,NA
"34",447.607092207008,0.170382344484134,0.0963430921588352,0.00332699669023365,0.108834706689572
"35",58.541706081572,0.0165255337583331,0.0477763859388172,0.229936952765737,NA
"36",64.6949695614057,0.0169939785463054,0.0486912639246038,0.154824721205958,NA
"37",467.350259606201,0.0317898681501618,0.0531874914881356,0.139305842415736,0.54918863429434
"38",80.8168521803504,0.0509540090204449,0.0924522264564678,0.0104557474582743,0.182234854232753
"39",108.226108815283,0.0237163908244089,0.0512835175892153,0.137041425796245,0.546168581214376
"40",507.278134027698,0.0324894555934167,0.0490534822118522,0.177083080593191,0.598731242673389
"41",222.512434563717,0.0191332284789991,0.0457992717428789,0.304589130878483,0.719648734217745
"42",431.945321548935,0.0318301817910072,0.053292080419649,0.138147839067209,0.548040293535184
"43",77.6112021405489,0.0189722636297007,0.0487703333957867,0.164977827813614,0.583940690651042
"44",247.969140541478,0.0338495740051607,0.0540528020191386,0.133489555095366,0.539608228308148
"45",81.199446190024,0.00725165801352306,0.0441531637826937,0.597982542222198,0.880410177791652
"46",126.225127913731,0.188588424629093,0.186777068718752,0.00666329907074069,0.15085926969696
"47",373.914508000663,0.0317188781426242,0.0543123859549616,0.128220811129348,0.531910297846951
"48",189.668385098298,0.0418175713975207,0.0642233756014164,0.071916793048364,0.434270807344928
"49",25.2675043300932,0.00999706356029392,0.046488317565558,0.254959754793822,NA
"50",248.238503138158,0.00764478429431907,0.0406970064929054,0.667052844691164,0.908758583734912
"51",28.2441956768577,0.0121726994625081,0.0471847597125113,0.185618283511418,NA
"52",109.635355571139,0.028642864130974,0.0542623372828315,0.106144133506591,0.499643288384783
"53",48.7438133716002,0.011017365214137,0.0459988953518992,0.343391045970049,NA
"54",18.5743543242887,-0.000211465850429813,0.0452053929252124,0.973721700177613,NA
"55",103.81854382698,0.0286300079668086,0.0558879420466023,0.0679788242176605,0.424135785035184
"56",240.93871107631,0.0143344588390474,0.0474423624534846,0.248550101753483,0.671087653173595
"57",289.837929548973,0.00875902438199088,0.0403987304960914,0.652263818308193,0.903167739093935
"58",433.40429353012,0.0126463473429575,0.0408337208721314,0.529205340863374,0.850964346569935
"59",403.463627541822,-0.00477954644540319,0.0391351132621119,0.777517671370689,0.943599829073203
"60",167.851725559533,0.0148268360921404,0.0454322175051377,0.370971216912684,0.767338770557005
"61",1051.96552059406,0.0287704535085792,0.0434972614626738,0.24026574819667,0.661512596038335
"62",36.6839641417308,0.0138856623637157,0.0475562242822002,0.187403355757067,NA
"63",163.453021016652,0.00153611279613892,0.0418835930569177,0.927487734434128,0.982634349695935
"64",371.12769737235,0.0372911236077472,0.0606035266149039,0.0802000593713151,0.45163151021095
"65",72.0474571677694,0.0141108728765321,0.0467123773348662,0.286089780537209,0.704989431269213
"66",370.408112329713,0.0202698974046941,0.0438453656775415,0.313782164785464,0.725637630727086
"67",825.350556465156,0.0536917285107262,0.0565039108911423,0.065782602200344,0.420800678215996
"68",64.9759945788873,0.0153344453019063,0.0476921436380617,0.208493885183596,NA
"69",344.104123172388,-0.00608338753968582,0.03889352815311,0.78310477506941,0.944092832730753
"70",488.564621880384,0.016893985396465,0.0429552001329042,0.413491466132649,0.793098012949256
"71",805.765672254585,0.03557721043573,0.0493860681127793,0.159187299052405,0.575101358165946
"72",2938.95922943992,0.0515222410219061,0.0502707752828802,0.081530535714051,0.455266949763474
"73",32.4773599004428,-0.00659193861763577,0.0457064704816656,0.409722091996261,NA
"74",38.6740960273946,0.0033984471570915,0.0446986182876443,0.738406423741204,NA
"75",1236.62653492031,0.00667511861220962,0.0383060731021845,0.646385575856256,0.902052023814181
"76",244.786374252666,0.0202935354002029,0.0467029680106413,0.278574035080142,0.699402223139719
"77",7.85997643814728,0.0117484097964795,0.0477588266386137,0.0224877565173691,NA
"78",2185.05629624642,-0.00867835635779925,0.0381786260824514,0.739261342403267,0.931426194128379
"79",676.007220692828,0.149027399886838,0.0988241909139505,0.00530168960418619,0.135065425408065
"80",3463.07818232135,0.0663572987263294,0.0761892479700954,0.03384750633308,0.32405001599556
"81",866.762214924398,-0.000576448820260823,0.0371482233587618,0.992560059227677,0.997783743527042
"82",262.290772525805,0.000869517703770974,0.0394454256436259,0.966330722104699,0.992457294031905
"83",131.361474446366,-0.00507813495887953,0.0424728976546333,0.752849410703177,0.935810569755808
