Geneid	C36	D01	D04	D05	D15	D16	D19	D20	D25	D31	D38	D41	D51	D57
CERKL	424.9041605	358.8161565	566.9319962	416.0090529	437.8715155	470.9834041	427.7678117	357.739784	318.0656514	437.2369575	422.9482079	420.1304576	384.0370922	459.5614731
ZSWIM2	64.26019711	40.34880475	77.5801679	64.57453955	59.22899727	62.79778721	57.2015097	50.61270256	88.54574911	53.05027664	63.01259982	52.07647214	45.75761099	59.00337177
CALCRL	419.6584301	333.5981535	448.7714328	416.0090529	418.8336235	433.47917	472.5342106	324.3814119	320.3958027	425.2578628	407.6724261	353.9792633	419.1724006	447.9270054
BOLL	144.2575853	172.2029345	180.2246977	177.5799838	176.6293311	239.8526595	141.7602632	151.8381077	143.3043045	178.8307713	161.350445	185.786333	171.5910412	186.9825162
SGO2	226.2221225	172.9234489	236.3211268	221.0436162	227.3970431	225.0254042	192.7442175	182.8959024	241.1706588	211.3454569	216.7251539	236.4553329	180.5791434	192.79975
BMPR2	1735.025322	1879.101478	1853.569242	1830.439833	1922.82709	1967.663999	2161.222258	1989.999442	2054.028364	1997.086221	2357.244075	2457.446496	1831.12154	1933.814734
LOC101927960	409.8226856	496.4344012	612.2865559	556.3344946	599.6935973	749.2124891	538.4402978	437.1097039	567.3918397	570.7182987	554.7018257	576.359874	447.7709075	651.5301897
IKZF2	569.8174621	591.5422981	748.350235	560.0599488	620.8468107	641.9329359	511.0830541	496.9247161	530.109419	640.0259182	875.493243	610.8429434	625.0816501	797.792069
IGFBP2	411.7898345	574.2499532	426.094153	558.8181307	478.0626208	498.8935317	533.4662535	596.9998325	493.992074	444.9378041	509.8292168	539.0618602	452.6735087	427.9822037
VIL1	453.7556775	547.5909215	432.0618582	483.0672286	449.5057828	487.5550424	496.1609211	552.1385734	455.5445777	469.7516432	389.5324353	437.0201243	460.8445106	442.1097716
NYAP2	578.9974902	533.1806341	772.2210559	449.5381407	608.1548827	694.2644253	533.4662535	447.4623022	490.496847	566.4400506	711.2785889	776.2209293	468.1984124	570.9199494
CCL20	10.49146075	9.366686816	8.354787313	13.65999875	9.51894599	13.95506382	12.4351108	3.450866084	15.1459834	9.412145856	15.27578178	16.18593053	13.89070333	17.45170151
SPHKAP	155.4047624	172.9234489	257.8048657	185.0308922	152.3031358	320.966468	211.3968837	152.9883964	250.4912639	221.6132524	299.7872173	335.6821244	192.8356463	222.7169526
LINC01807	118.6846498	123.2079573	168.2892873	95.61999126	109.9967092	204.9649999	95.7503532	106.9768486	152.6249097	115.5126991	217.6798903	201.9722636	105.4059253	138.7825787
DNER	691.124977	674.4014507	828.317485	466.9235937	683.2487899	830.3262976	661.5478948	611.9535855	715.3564468	655.4276114	849.7153613	1120.347887	809.7462944	824.3851379
MLPH	809.8096268	1011.602176	825.9304029	997.1799088	865.1664244	802.4161699	911.493622	991.5488547	925.0700631	1003.677008	1116.086806	1076.716248	778.6964869	812.7506703
GPC1	385.5611826	441.6753091	360.4493955	315.4217893	328.932467	393.3583616	361.8617244	476.2195196	412.4367788	403.0109726	408.6271625	514.4310964	358.7069861	314.1306272
AQP12A	156.0604787	154.1900753	132.483056	137.8418056	144.8995112	135.1896808	149.2213297	175.9941703	138.6440019	163.429078	133.6630905	112.5977776	149.5293359	131.303278
KIF1A	1063.571834	1133.369105	1056.283825	956.1999126	1040.738095	1003.892404	948.7989544	1146.837828	1068.374368	1044.74819	1215.379387	1268.836206	870.2117089	929.095347
SNED1	1105.537677	1242.166775	1064.638612	1216.981707	1024.873185	917.5454465	999.7829087	1260.716409	1063.714065	1123.467955	1148.547842	1242.094234	1123.51277	968.153917
HDLBP	1805.186966	1846.678331	1731.828056	1916.125279	1809.657399	1740.022021	1780.707867	2003.802906	1897.908228	1884.14047	1923.793767	1849.418497	1785.363929	1767.608053
STK25	201.3049032	255.7826015	247.0629963	197.4490729	212.5897938	205.8371914	203.9358172	230.0577389	267.9673986	214.7680554	267.3261811	301.9027912	220.617053	208.5893847
BOK	336.3824604	333.5981535	288.8369328	319.1472436	355.3739836	291.3119573	315.8518144	320.9305458	421.7573839	306.3225651	282.6019628	328.6447633	299.0586718	292.5237586
ING5	1125.864882	986.3841731	735.2212835	1025.741724	740.3624659	676.8205955	942.581399	1205.502552	824.8735575	795.7541496	794.3406523	766.3686237	1077.755159	821.0610043
NEU4	296.3837662	276.6775183	210.0632239	243.3963414	254.8962204	231.1307446	283.5205263	355.4392066	284.2784577	260.9731351	186.1735904	231.5291802	303.961273	224.3790194
LINC01237	2965.804811	2530.446469	2027.826235	2643.830667	2288.77768	2159.546127	2341.531365	2723.883629	2620.255128	2429.18928	2167.251539	2042.242191	2312.393555	2216.366092
DEFB128	3.278581485	1.441028741	2.387082089	0	3.172981997	6.105340423	8.704577563	1.150288695	3.495226939	0.855649623	4.773681805	5.62988888	3.268400785	2.493100216
SIRPD	138.3561387	112.4002418	124.1282686	89.41090092	81.43987124	122.979	147.9778186	108.1271373	93.2060517	108.6675022	110.7494179	82.33712486	147.8951355	137.1205119
SIRPG	97.70172825	89.34378194	88.32203731	65.81635762	50.76771194	109.8961276	73.36715375	74.76876515	53.59347972	79.57541496	79.24311796	58.41009713	80.07581922	113.0205431
PDYN-AS1	388.8397641	402.7675331	328.2237873	329.0817881	323.6441636	358.470702	395.4365236	343.9363197	364.6686773	325.1468568	331.2935173	341.3120133	347.2675834	438.7856379
LINC00658	49.83443857	45.39240534	76.38662686	43.46363239	33.8451413	40.1208085	34.81831025	32.20808345	37.28242068	32.51468568	32.46103627	38.00174994	39.22080942	34.07236961
CASC20	109.5046216	109.5181843	143.2249254	124.1818068	127.9769405	217.1756808	126.8381302	142.6357981	153.7899853	199.3663622	168.9883359	197.0461108	100.5033241	172.8549483
PAK5	523.9173213	570.6473814	757.8985634	668.0981207	630.3657566	762.2953614	647.8692729	613.1038742	608.1694873	571.5739483	796.250125	634.7699712	590.7634418	650.6991562
SEL1L2	395.3969271	403.4880475	412.9652015	311.6963351	320.4711817	436.967936	397.9235458	304.8265041	393.7955684	313.1677621	420.0839988	489.8003325	389.7567936	497.7890097
PCSK2	403.921239	415.7367918	563.3513731	396.1399638	451.6211042	583.4961062	440.2029225	361.1906501	434.573216	506.544577	730.3733161	574.9524018	378.3173908	487.8166088
LINC00652	20.32720521	13.68977304	21.4837388	8.692726478	16.92257065	15.6994468	12.4351108	12.65317564	11.65075646	9.412145856	13.36630905	12.66724998	10.62230255	13.29653448
SCP2D1-AS1	62.94876451	61.96423586	76.38662686	74.5090841	67.69028259	74.13627657	74.61066483	47.16183648	68.73946313	62.4624225	87.83574521	73.89229154	62.9167151	69.80680603
CST13P	60.32589932	37.46674726	38.19331343	52.15635887	61.3443186	47.09834041	73.36715375	32.20808345	43.10779891	40.21553229	58.23891802	59.11383324	61.28251471	42.38270366
NCOR1P1	15.73719113	15.85131615	9.548328358	12.41818068	24.32619531	27.03793616	12.4351108	18.40461911	18.64121034	19.67994134	42.00839988	21.81581941	15.52490373	30.74823599
DEFB118	9.835744455	6.484629334	7.161246268	4.967272273	5.288303328	9.594106379	4.974044322	2.300577389	11.65075646	5.989547363	14.32104541	6.33362499	8.171001962	9.972400862
DEFB121	11.14717705	12.2487443	13.12895149	8.692726478	17.98023131	22.67697871	14.92213297	6.901732167	6.990453877	13.69039397	18.13999086	15.48219442	14.70780353	13.29653448
EMILIN3	116.0617846	123.9284717	107.418694	90.65271899	121.6309765	111.6405106	83.31524239	105.8265599	136.3138506	139.4708886	129.8441451	109.7828332	109.4914263	74.79300647
KCNK15-AS1	176.3876839	181.5696214	200.5148955	204.8999813	175.5716705	184.0324042	191.5007064	196.6993668	200.3930111	223.3245517	238.6840902	204.787208	171.5910412	182.8273491
WFDC8	59.67018303	54.75909215	76.38662686	43.46363239	63.45963993	65.41436168	50.9839543	60.96530081	68.73946313	55.61722551	63.01259982	73.89229154	52.29441255	51.52407112
WFDC11	41.31012671	54.03857778	52.51580597	39.73817819	26.44151664	51.45929785	39.79235458	36.80923823	34.95226939	37.64858342	46.78208169	63.3362499	35.95240863	50.69303772
WFDC10B	35.40868004	32.42314667	48.93518283	34.77090591	31.72981997	44.48176594	28.60075485	24.15606259	26.79673986	45.34943003	52.51049985	43.63163882	35.13530844	37.39650323
BCAS4	1169.797874	1202.538484	1109.993172	1226.916251	1150.734804	1083.261829	1114.185928	1252.664388	1060.218838	1251.815399	1150.457315	1152.016012	1137.403473	1042.946923
ATP9A	2447.788937	2274.663868	2420.501239	2371.87251	2320.5075	2365.383318	2276.868788	2246.51382	2774.045114	2825.355056	2425.030357	2470.113746	2274.806946	2018.580141
PMEPA1	834.0711298	904.2455349	941.7038843	834.5017419	1013.238918	811.1380848	841.8570015	892.624027	699.0453877	1744.669582	1108.448915	880.3738735	839.9790017	862.6126746
GATA5	210.4849313	266.5903171	155.1603358	274.4417931	177.6869918	203.2206169	159.1694183	314.0288136	193.4025573	199.3663622	210.0419994	185.0825969	188.7501453	178.6721821
NKAIN4	123.9303801	139.7797879	110.9993172	120.4563526	118.4579945	104.6629787	103.2114197	143.7860868	114.1774133	130.9143924	137.482036	133.7098609	105.4059253	109.6964095
KCNQ2	1002.590218	908.5686211	901.1234887	805.9399263	888.434959	787.5889146	933.8768214	920.2309557	837.6893896	1025.923898	908.9090156	819.148832	758.268982	762.0576325
PRPF6	766.5323512	843.7223278	717.3181679	783.5872011	774.2076072	723.9189359	747.3501594	873.0691192	737.492884	701.6326911	790.5217069	888.8187069	792.5871903	773.6921002
TPTE	136.3889898	155.631104	176.6440746	124.1818068	125.8616192	272.9959361	126.8381302	138.0346433	191.072406	200.2220118	199.5398994	254.7524718	108.6743261	211.0824849
BAGE2	323.9238507	348.7289553	428.481235	273.199975	304.6062717	601.8121274	288.4945707	258.8149563	417.0970813	385.0423305	509.8292168	499.6526381	332.5597798	491.9717759
ANKRD30BP2	78.03023934	96.54892564	70.41892164	53.39817694	79.32454991	166.5885744	62.17555402	64.4161669	75.729917	85.56496233	188.0830631	160.4518331	73.53901766	107.2033093
SAMSN1	825.5468179	516.6088036	772.2210559	613.4581257	615.5585073	704.7307231	716.2623824	511.8784691	588.3632013	628.9024731	573.7965529	349.0531105	859.5894064	792.8058685
TMPRSS15	241.3035973	247.1364291	291.2240149	222.2854342	236.9159891	272.1237446	226.3190166	208.2022537	233.0151292	213.0567562	377.1208626	245.6039024	210.8118506	272.5789569
MIR548XHG	198.682038	211.8312249	279.2886045	137.8418056	198.8402051	296.5451063	207.6663504	167.9421494	234.1802049	193.3768149	392.3966444	273.7533468	192.0185461	248.4789881
LINC00320	49.17872227	53.31806341	96.67682462	40.97999625	53.94069394	76.75285103	59.68853186	47.16183648	54.75855537	61.60677287	137.482036	68.96613877	44.94051079	68.97577263
LINC00317	4.590014079	10.80771556	20.29019776	11.17636261	17.98023131	25.29355318	6.217555402	6.901732167	8.155529523	9.412145856	21.9589363	14.77845831	12.25650294	19.11376832
GRIK1	1129.143463	1162.910194	1198.315209	1105.218081	1254.385549	1338.813936	1110.455395	1062.866754	1309.545026	1072.984628	1535.216068	1420.843206	1186.429485	1155.136433
C21orf62	147.5361668	110.2386987	126.5153507	110.5218081	123.7462979	122.1068085	133.0556856	105.8265599	138.6440019	112.9457503	95.4736361	95.70811095	126.6505304	137.1205119
IL10RB-DT	5.901446673	7.925658075	13.12895149	3.725454205	7.403624659	5.233148934	6.217555402	4.601154778	10.48568082	8.556496233	9.54736361	5.62988888	8.988102158	6.648267241
CBR3-AS1	114.0946357	144.1028741	146.8055485	124.1818068	155.4761178	95.0688723	146.7343075	148.3872416	138.6440019	130.0587427	137.482036	121.746347	147.0780353	126.3170776
SIM2	203.2720521	303.33655	310.3206716	186.2727102	433.6408729	267.7627871	206.4228394	317.4796797	258.6467935	448.3604026	406.7176898	434.2051798	214.8973516	263.4375894
MX1	515.3930094	456.8061109	478.6099589	478.0999563	486.5239061	443.9454679	655.3303394	456.6646117	690.8898582	625.4798746	531.7881531	443.3537493	467.3813122	472.0269741
PDE9A	1750.106797	1922.33234	1832.085504	1656.585303	1996.863336	1603.960148	1878.945243	1800.201807	1816.352932	1843.924938	2061.275803	2100.652288	1775.558726	1688.659879
WDR4	613.750454	714.0297411	562.157832	687.9672098	644.1153453	643.6773189	702.5837605	775.2945801	738.6579597	702.4883407	580.4797075	640.3998601	704.3403691	637.4026218
COL6A1	396.7083597	456.0855965	310.3206716	388.6890554	344.797377	326.1996169	366.8357687	379.5952692	421.7573839	438.9482567	403.8534807	425.0566104	334.1939802	335.7374957
PCNT	2010.426167	2064.273671	1748.53763	2035.339814	2088.879814	1976.385914	2074.176482	2151.039859	2085.485407	2020.188761	1926.657976	2011.981538	2137.534113	1972.04227
GAB4	126.5532453	102.3130406	115.7734813	63.33272148	85.67051391	99.42982975	85.80226455	103.5259825	93.2060517	82.99801346	102.1567906	93.59690262	101.3204243	117.1757101
USP18	490.4757902	422.9419355	410.5781194	473.132684	399.7957316	463.1336807	532.2227424	570.5431925	456.7096533	521.0906206	459.2281896	361.7203605	450.2222081	423.8270366
POM121L8P	215.7306617	223.3594548	233.9340448	206.1417993	196.7248838	193.6265106	210.1533726	307.1270814	219.0342215	225.0358509	212.9062085	197.7498469	218.1657524	163.7135808
PRAMENP	327.8581485	353.0520415	336.5785746	331.5654242	343.7397163	386.3808296	302.1731926	356.5894953	332.0465592	347.393747	308.3798446	330.0522356	321.9374773	331.5823287
SEZ6L	747.5165786	714.7502555	781.7693843	610.9744896	620.8468107	784.1001486	690.1486497	639.5605142	623.3154707	616.0677287	675.9533436	661.5119434	624.2645499	790.3127683
LOC110091768	52.45730376	54.03857778	94.28974253	64.57453955	68.74794326	70.64751061	57.2015097	46.01154778	51.26332843	58.18417438	80.19785432	61.92877768	60.46541452	54.84820474
ZNRF3	3378.250362	3279.0609	3030.400712	3732.905113	3184.616264	2967.195446	3234.37232	3605.004769	3068.809252	3211.253036	3045.608991	2841.686412	2972.610514	3048.23053
HORMAD2	462.2799894	423.6624498	457.1262201	448.2963227	446.3328008	491.0438083	447.663989	406.0519092	453.2144264	443.2265049	452.5450351	421.5379299	439.5999055	496.1269429
SLC16A8	104.2588912	102.3130406	89.51557835	93.13635512	80.38221058	104.6629787	106.9419529	82.82078601	94.37112734	76.15281647	95.4736361	100.6342637	89.88102158	99.72400862
NPTXR	239.3364484	213.992768	268.5467351	230.9781607	246.4349351	271.2515531	228.8060388	234.6588937	221.3643728	216.4793547	210.0419994	238.5665413	336.6452808	235.1824537
FAM83F	780.9581097	848.045414	734.0277425	829.5344696	764.6886612	809.3937018	865.483712	940.9361522	871.4765833	841.1035797	791.4764432	747.3677488	795.0384909	750.4231649
SCUBE1	1969.771756	2345.99479	1996.794168	2164.488893	1984.171409	1952.836744	2049.306261	2498.427045	2221.799257	1989.385374	2257.951494	2235.769621	1892.404054	1883.121696
FAM118A	682.6006652	675.8424795	668.382985	707.8362989	650.4613093	658.5045742	666.5219391	729.2830324	690.8898582	681.0971001	726.5543707	598.1756935	739.4756775	728.8162963
TAFA5	2536.310637	2217.743232	2147.180339	2112.332534	2305.700251	2121.169701	2293.034432	2642.213131	1812.857705	1994.519272	2258.90623	1965.534955	2298.502852	2269.55223
ALG12	352.7753678	344.4058691	324.6431642	343.9836049	328.932467	320.966468	351.9136358	360.0403614	321.5608783	306.3225651	299.7872173	354.6829994	401.1961963	353.1891972
IL17REL	409.8226856	358.0956421	371.1912649	336.5326965	304.6062717	362.8316594	375.5403463	345.0866084	319.2307271	367.929338	372.3471808	308.9401523	379.9515912	306.6513265
TTLL8	793.4167194	698.8989393	722.092332	834.5017419	694.8830572	771.0172763	770.9768699	814.4043958	716.5215224	723.8795813	635.8544164	536.2469158	710.0600705	646.5439892
HDAC10	146.8804505	139.7797879	109.8057761	108.0381719	100.4777632	119.490234	138.0297299	120.7803129	153.7899853	111.234451	88.79048157	118.2276665	151.9806365	137.9515453
MIOX	103.6031749	99.43098312	76.38662686	79.47635637	62.40197927	72.39189359	78.34119807	93.17338426	87.38067346	75.29716685	64.92207255	75.29976376	70.27061687	67.31370582
MAPK8IP2	163.9290742	164.2772765	116.9670224	134.1163514	167.1103852	159.6110425	156.6823961	164.4912833	171.26612	163.429078	157.5314996	182.2676525	122.5650294	174.5170151
LINC01266	216.386378	274.5159751	384.3202164	182.547256	241.1466317	434.3513615	200.205284	175.9941703	249.3261883	314.0234117	363.7545535	399.0183743	221.4341532	342.3857629
CPNE9	208.5177824	142.6618453	167.0957463	187.5145283	168.1680458	156.994468	187.7701732	163.3409946	154.9550609	168.5629758	147.0293996	165.3779858	200.1895481	164.5446142
SYN2	679.3220837	656.3885915	701.8021343	532.7399513	648.345988	737.0018082	701.3402494	633.8090707	603.5091847	657.9945603	569.9776075	623.5101934	630.8013514	751.2541983
RPL32	94.42314677	89.34378194	101.4509888	81.95999251	94.13179923	83.73038295	77.09768699	97.77453904	82.72037088	100.9666555	65.87680891	92.89316651	83.34422001	93.90677478
TPRXL	257.6965047	281.7211188	279.2886045	239.6708872	303.548611	351.4931701	261.1373269	241.5606259	272.6277012	346.5380974	312.19879	356.7942077	280.2653673	274.2410237
KCNH8	749.4837275	728.4400285	971.5424104	835.74356	785.8418745	927.1395528	724.9669599	638.4102255	685.06448	699.9213918	789.5669705	797.3330126	750.0979801	731.3093966
LOC101927829	11.14717705	13.68977304	16.70957463	11.17636261	12.69192799	14.82725531	7.461066483	23.00577389	19.80628599	12.83474435	13.36630905	21.1120833	11.43940275	15.7896347
LINC01980	62.94876451	79.25658075	94.28974253	60.84908535	56.05601527	111.6405106	42.27937674	63.2658782	82.72037088	108.6675022	72.55996343	121.746347	106.2230255	103.8791756
AZI2	129.8318268	115.2822993	113.3863992	132.8745333	116.3426732	128.2121489	106.9419529	101.2254051	140.9741532	160.8621292	116.477836	153.414472	135.6386326	152.0791131
RBMS3	1507.491767	1548.385382	2027.826235	1239.334432	1821.291666	1815.030489	1702.366669	1234.259769	1562.366442	1944.035944	1440.697169	2327.959052	1383.350632	1928.828533
ARPP21	274.0894121	414.295763	342.5462798	274.4417931	325.759485	321.8386595	264.8678601	285.2715963	376.3194337	276.3748283	398.1250625	626.3251379	254.9352612	393.9098341
SCN10A	256.3850721	274.5159751	312.7077537	262.0236124	267.5881484	320.0942765	261.1373269	240.4103372	240.0055831	278.9417772	260.6430265	263.9010412	196.9211473	298.3409925
ALS2CL	436.7070538	438.0727372	410.5781194	428.4272336	410.3723382	408.1856169	430.2548338	438.2599926	467.1953341	418.4126658	387.6229625	443.3537493	402.0132965	358.1753976
PLXNB1	359.3325308	485.6266857	360.4493955	351.4345133	377.5848576	341.8990637	374.2968352	419.8553735	455.5445777	383.3310312	359.9356081	465.1695687	394.6593947	368.9788319
SLC26A6	119.3403661	146.2644172	119.3541045	129.1490791	108.9390485	116.8736595	119.3770637	133.4334886	135.148775	128.3474435	114.5683633	127.3762359	114.3940275	137.1205119
LINC02585	81.96453712	69.88989393	83.54787313	78.2345383	66.63262193	81.11380848	79.58470915	62.11558951	87.38067346	82.99801346	60.14839074	83.04086097	84.9784204	101.3860754
MST1	140.9790039	131.1336154	109.8057761	109.27999	136.4382259	103.7907872	145.4907964	163.3409946	217.8691458	173.6968735	116.477836	138.6360137	117.6624282	108.8653761
FLNB	1767.15542	2224.227862	2151.954504	1813.05438	2391.370765	1889.166765	1885.162798	2142.987838	2172.86608	2812.520312	2547.236611	2778.350162	1974.114074	2018.580141
LINC00698	20.32720521	18.01285926	20.29019776	18.62727102	21.15321331	38.37642552	18.65266621	14.95375303	13.98090775	22.2468902	25.77788175	38.70548605	17.97620432	20.77583513
SYNPR	253.7622069	282.4416332	336.5785746	172.6127115	251.7232384	411.6743828	184.0396399	198.9999442	231.8500536	268.6739817	319.8366809	455.3172631	252.4839606	295.8478922
TAFA1	471.4600175	651.3449909	897.5428656	386.2054192	551.0412067	963.7715954	414.0891898	425.606817	616.3250168	552.7496566	786.7027614	1121.755359	547.4571314	737.1266304
TAFA4	284.5808729	346.5674122	415.3522836	270.7163389	345.8550376	436.967936	253.6762604	295.6241945	337.8719374	338.8372508	415.310317	501.7638464	303.961273	363.1615981
ROBO2	1917.970169	2335.907589	3044.723205	1707.499844	2435.792513	3148.611275	1716.045291	1696.675824	2473.455597	2085.218132	3589.808717	3896.586841	1854.000345	2569.555289
LINC02008	672.7649207	716.9117986	819.9626977	608.4908535	728.7281985	1039.652255	588.1807411	630.3582046	805.0672715	597.243437	1305.124605	1118.940415	608.7396461	865.9368082
LINC00971	236.7135832	273.0749464	317.4819179	191.2399825	222.1087398	399.463702	247.458705	208.2022537	281.9483064	207.0672088	531.7881531	422.9454021	226.3367543	307.4823599
CSNKA2IP	138.3561387	120.3258999	187.385944	101.8290816	133.2652439	233.7473191	125.5946191	116.1791582	131.653548	130.0587427	296.9230083	183.6751247	125.01633	155.4032468
MTHFD2P1	38.03154523	30.98211793	63.25767537	29.80363364	29.61449863	50.58710636	31.08777701	13.80346433	37.28242068	47.06072928	62.05786346	45.74284715	31.86690765	48.1999375
ARL6	93.11171417	95.82841127	142.0313843	106.7963539	114.2273519	105.5351702	113.1595083	96.62425034	103.6917325	117.2239984	116.477836	118.2276665	94.78362276	130.4722446
COL8A1	308.1866596	288.9262626	476.2228768	330.3236062	338.451413	416.0353403	324.556392	249.6126467	323.8910296	414.9900673	392.3966444	372.9801383	272.9114655	386.4305334
CD200R1L	99.66887714	87.18223882	100.2574478	95.61999126	98.36244189	116.001468	90.77630887	83.9710747	79.22514394	102.6779548	94.51889973	95.70811095	85.7955206	117.1757101
CD200R1	264.2536677	211.1107105	245.8694552	268.2327028	192.4942411	241.5970425	207.6663504	141.4855094	181.7518008	242.1488434	169.9430723	160.4518331	246.7642592	288.3685916
IGSF11	468.1814361	396.2829037	557.3836679	363.852694	411.4299989	558.202553	407.8716344	394.5490222	387.9701902	407.2892207	467.8208169	544.6917491	420.806601	433.7994375
PLXNA1	613.750454	701.0604824	710.1569216	506.6617719	615.5585073	573.0298083	604.3463851	664.8668655	626.8106976	820.5679887	767.6080342	778.3321376	577.6898387	581.7233836
EEFSEC	3001.213491	3018.955212	3014.884679	3489.508772	3420.474592	2931.435595	2952.095305	3364.594432	2910.358964	3568.914579	3465.69299	3323.745647	2899.888596	3055.709831
DNAJB8	36.06439633	30.26160356	19.09665672	36.01272398	28.55683797	30.52670212	33.57479917	35.65894953	34.95226939	35.08163455	27.68735447	30.26065273	22.0617053	19.94480172
GATA2	175.0762513	157.7926471	133.676597	158.9527127	191.4365805	125.5955744	150.4648407	194.3987894	167.7708931	252.4166389	145.1199269	144.2659025	136.4557328	133.7963782
AMOTL2	337.0381767	359.5366709	343.7398209	343.9836049	372.2965543	292.1841488	295.9556372	416.4045074	356.5131477	404.7222718	300.7419537	346.2381661	312.9493751	295.8478922
CLDN18	99.66887714	97.98995438	120.5476455	104.3127177	140.6688685	125.5955744	128.0816413	106.9768486	107.1869594	153.1612826	132.7083542	126.6724998	117.6624282	136.2894784
LOC100507291	418.3469975	401.3265043	421.3199888	327.83997	405.0840349	427.3738296	379.2708795	346.2368971	439.2335186	407.2892207	494.553435	560.1739435	362.7924871	402.2201681
LINC02046	192.124875	159.2336759	239.90175	149.0181682	199.8978658	305.2670212	185.283151	158.7398399	198.0628599	237.0149456	313.1535264	276.5682912	196.1040471	208.5893847
CPA3	150.159032	146.2644172	201.7084366	192.4818006	126.9192799	175.3104893	179.0655956	140.3352207	170.1010443	173.6968735	169.9430723	121.0426109	150.3464361	163.7135808
KCNAB1	1285.203942	1327.18747	1641.118936	1701.290754	1658.411924	1474.875808	1370.349211	1485.022705	1384.109868	1660.815919	1523.759232	1409.583428	1278.761807	1590.597937
LEKR1	532.4416332	490.6702863	689.8667238	535.2235874	601.8089187	651.5270423	473.7777217	502.6761595	509.1380574	601.5216852	582.3891802	650.9559017	524.5783259	624.1060873
SLC66A1L	156.0604787	134.7361873	179.0311567	234.7036149	210.4744724	169.2051489	169.1175069	142.6357981	174.7613469	163.429078	169.9430723	160.4518331	146.2609351	168.6997812
LINC01192	85.89883491	111.6797274	143.2249254	90.65271899	103.6507452	168.3329574	72.12364267	65.56645559	94.37112734	106.9562029	193.8114813	155.5256803	103.7717249	147.9239461
WDR49	566.5388806	523.0934329	676.7377723	619.6672161	542.5799214	641.0607444	590.6677632	559.0403056	446.2239725	539.9149123	465.9113441	448.279902	575.2385381	555.9613481
CCDC39	95.73457936	86.46172445	102.6445298	96.86180933	94.13179923	122.979	103.2114197	77.06934254	96.70127863	95.83275781	110.7494179	128.079972	85.7955206	126.3170776
SOX2-OT	864.2340794	1005.117547	1222.18603	764.9599301	811.2257304	1225.429042	855.5356234	840.8610357	1012.450737	776.0742083	1265.980415	1666.447108	833.4422001	1204.998437
MAP6D1	230.1564202	232.0056273	238.7082089	264.5072485	214.7051151	206.7093829	193.9877286	246.1617806	206.2183894	208.7785081	185.218854	195.6386386	179.7620432	195.2928502
ABCF3	72.78450897	95.82841127	57.28997015	73.26726603	69.80560392	65.41436168	89.53279779	92.02309557	95.53620299	67.59632024	66.83154527	87.96701374	80.07581922	84.76540733
LINCR-0002	144.9133016	270.1928889	253.0307015	178.8218018	240.0889711	295.6729148	185.283151	154.1386851	233.0151292	183.1090194	376.1661262	392.6847494	182.2133437	249.3100216
SENP5	956.6900773	1153.543507	1236.508522	874.2399201	1035.449792	1517.613191	896.571489	1233.109481	1250.126168	1048.170788	1328.038278	1406.064748	1159.465178	1204.167404
ZNF732	56.39160154	52.59754904	57.28997015	53.39817694	40.19110529	58.43682976	43.52288782	35.65894953	47.76810149	41.07118192	72.55996343	77.41097209	45.75761099	49.86200431
NSG1	301.6294966	358.8161565	354.4816903	286.8599738	332.105449	327.9439999	281.0335042	322.0808345	293.5990628	352.5276448	391.441908	378.6100272	329.2913791	315.792694
LOC101928306	255.7293558	237.7697422	331.8044104	245.8799775	196.7248838	289.5675744	314.6083034	240.4103372	229.5199023	250.7053396	236.7746175	255.4562079	237.7761571	309.1444267
STK32B	1533.720419	1484.980117	1647.086642	1601.945308	1418.322952	1738.277638	1541.95374	1575.895512	1413.236759	1488.830344	1399.643505	1622.111733	1511.635363	1480.070495
USP17L10	5.245730376	0	7.161246268	6.209090342	3.172981997	3.488765956	1.24351108	3.450866084	2.330151292	2.56694887	2.864209083	5.62988888	2.451300589	5.817233836
USP17L11	11.80289335	7.925658075	7.161246268	7.45090841	5.288303328	15.6994468	7.461066483	9.202309557	11.65075646	9.412145856	12.41157269	9.148569429	9.805202354	6.648267241
USP17L17	8.524311861	5.764114964	9.548328358	4.967272273	6.345963993	14.82725531	2.487022161	5.751443473	6.990453877	11.1234451	9.54736361	7.741097209	12.25650294	3.324133621
USP17L21	5.245730376	6.484629334	5.967705223	4.967272273	6.345963993	13.95506382	2.487022161	3.450866084	4.660302585	2.56694887	4.773681805	8.444833319	3.268400785	6.648267241
USP17L24	7.868595564	5.764114964	10.7418694	2.483636137	6.345963993	10.46629787	7.461066483	2.300577389	8.155529523	2.56694887	4.773681805	6.33362499	6.536801569	9.972400862
USP17L26	8.524311861	5.764114964	9.548328358	4.967272273	5.288303328	11.33848936	3.730533241	6.901732167	12.81583211	3.422598493	8.592627249	6.33362499	2.451300589	9.972400862
USP17L27	7.868595564	7.205143705	14.32249254	9.934544546	6.345963993	19.18821276	9.948088644	5.751443473	5.825378231	3.422598493	9.54736361	1.40747222	7.353901766	6.648267241
USP17L28	9.180028158	5.043600593	11.93541045	4.967272273	3.172981997	7.849723401	7.461066483	8.052020862	9.32060517	6.845196986	10.50209997	5.62988888	8.988102158	2.493100216
USP17L29	6.55716297	9.366686816	10.7418694	4.967272273	4.230642662	13.08287234	11.19159972	6.901732167	6.990453877	5.13389774	4.773681805	7.741097209	4.085500981	5.817233836
